基金代码,基金简称,基金类型,成立时间,最新规模,评级机构,基金评级
017250,嘉实养老2030混合(FOF)Y,FOF-均衡型,2022-11-11,6256.04万,,暂无评级
017251,工银养老2035(FOF)Y,FOF-均衡型,2022-11-11,1.86亿,,暂无评级
017252,工银稳健养老目标一年持有混合发起(FOF)Y,FOF-稳健型,2022-11-11,1.62亿,,暂无评级
017253,易方达汇诚养老2043三年持有混合(FOF)Y,FOF-均衡型,2022-11-11,3.58亿,,暂无评级
017254,汇添富养老2050五年持有混合(FOF)Y,FOF-进取型,2022-11-15,6120.16万,,暂无评级
017255,易方达汇智稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-11,4794.02万,,暂无评级
017256,汇添富养老2030三年持有混合(FOF)Y,FOF-均衡型,2022-11-15,5759.24万,,暂无评级
017257,建信优享稳健养老目标一年持有期混合(FOF)Y,FOF-稳健型,2022-11-11,2604.16万,,暂无评级
017258,建信普泽养老目标日期2040三年持有混合(FOF)Y,FOF-均衡型,2022-11-11,3329.07万,,暂无评级
017259,景顺稳健养老目标三年混合(FOF)Y,FOF-均衡型,2022-11-11,1367.59万,,暂无评级
017260,富国鑫旺稳健养老目标一年持有期混合(FOF)Y,FOF-稳健型,2022-11-11,3112.40万,,暂无评级
017261,大成成长领航一年持有混合A,混合型-偏股,2024-05-07,1.57亿,,暂无评级
017262,大成成长领航一年持有混合C,混合型-偏股,2024-05-07,9200.65万,,暂无评级
017263,富国鑫旺均衡养老目标三年持有混合发起(FOF)Y,FOF-均衡型,2022-11-11,1492.61万,,暂无评级
017264,兴证全球安悦平衡养老三年持有混合(FOF)A,FOF-均衡型,2022-12-20,3.76亿,,暂无评级
017265,招商瑞成1年持有期混合A,混合型-偏债,2023-07-31,9131.49万,,暂无评级
017266,招商瑞成1年持有期混合C,混合型-偏债,2023-07-31,6489.42万,,暂无评级
017267,招商乐颐和惠养老目标日期2035三年持有混合发起式FOF,FOF-均衡型,2023-05-17,1430.55万,,暂无评级
017268,天弘养老2035三年(FOF)Y,FOF-均衡型,2022-11-11,560.76万,,暂无评级
017269,兴全货币E,货币型-普通货币,,,,
017270,招商和悦稳健养老一年持有期混合(FOF)Y,FOF-稳健型,2022-11-11,2.21亿,,暂无评级
017271,华宝稳健养老(FOF)Y,FOF-稳健型,2022-11-15,807.29万,,暂无评级
017272,招商和惠养老目标2040三年持有期混合(FOF)Y,FOF-均衡型,2022-11-11,3769.62万,,暂无评级
017273,银华尊和养老2035混合(FOF)Y,FOF-均衡型,2022-11-11,1968.85万,,暂无评级
017274,博时颐泽平衡养老(FOF)Y,FOF-均衡型,2022-11-11,2216.82万,,暂无评级
017275,华安养老目标2030三年持有混合发起式(FOF)Y,FOF-均衡型,2022-11-11,1551.49万,,暂无评级
017276,华安民享稳健养老目标一年持有混合发起(FOF)Y,FOF-稳健型,2022-11-11,291.59万,,暂无评级
017277,中欧预见养老2035(FOF)Y,FOF-均衡型,2022-11-11,2.51亿,,暂无评级
017278,中银安康稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-11,770.32万,,暂无评级
017279,广发稳健养老(FOF)Y,FOF-稳健型,2022-11-11,4652.86万,,暂无评级
017280,广发安泰稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-11,8173.78万,,暂无评级
017281,华商嘉悦稳健养老目标一年持有混合发起(FOF)Y,FOF-稳健型,2022-11-11,120.34万,,暂无评级
017282,大成养老2040(FOF)Y,FOF-均衡型,2022-11-11,1253.95万,,暂无评级
017283,民生加银康宁稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-11,489.26万,,暂无评级
017284,中航瑞苏纯债A,债券型-长债,2023-08-07,10.19亿,,暂无评级
017285,中航瑞苏纯债C,债券型-长债,2023-08-07,26.92万,,暂无评级
017287,国投瑞银稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,1116.54万,,暂无评级
017288,中欧瑾和灵活配置混合E,混合型-灵活,,,,
017289,宏利首选企业股票C,股票型,2023-01-03,99.08万,,暂无评级
017290,中欧科创主题混合(LOF)C,混合型-偏股,,,,
017291,申万菱信养老目标日期2045五年持有期混合发起式(FOF),FOF-进取型,2023-05-16,2192.65万,,暂无评级
017292,申万菱信红利量化选股股票A,股票型,2024-05-28,7755.81万,,暂无评级
017293,申万菱信红利量化选股股票C,股票型,2024-05-28,3697.41万,,暂无评级
017294,富国鑫汇养老目标日期2025一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,5595.82万,,暂无评级
017295,长城恒康稳健养老一年持有混合发起式(FOF)Y,FOF-稳健型,2022-11-17,365.56万,,暂无评级
017296,嘉实养老2040混合(FOF)Y,FOF-均衡型,2022-11-18,3505.56万,,暂无评级
017297,易方达汇诚养老2033三年持有混合发起(FOF)Y,FOF-稳健型,2022-11-16,1.46亿,,暂无评级
017298,汇添富添添鑫多元收益9个月持有混合A,混合型-偏债,2023-06-16,6616.95万,,暂无评级
017299,汇添富添添鑫多元收益9个月持有混合C,混合型-偏债,2023-06-16,448.57万,,暂无评级
017300,安信数字经济股票发起A,股票型,2023-05-23,2195.11万,,暂无评级
017301,安信数字经济股票发起C,股票型,2023-05-23,252.97万,,暂无评级
017302,国泰民安养老目标日期2040三年持有期混合FOFY,FOF-均衡型,2022-11-16,1143.16万,,暂无评级
017303,华安景气领航混合A,混合型-偏股,2023-04-27,25.55亿,,暂无评级
017304,华安景气领航混合C,混合型-偏股,2023-04-27,12.72亿,,暂无评级
017305,国寿安保超短债债券A,债券型-中短债,2023-01-11,4.96亿,,暂无评级
017306,国寿安保超短债债券C,债券型-中短债,2023-01-11,13.20亿,,暂无评级
017307,招商鑫嘉中短债债券A,债券型-中短债,2022-12-08,1.07亿,,暂无评级
017308,招商鑫嘉中短债债券C,债券型-中短债,2022-12-08,11.84亿,,暂无评级
017309,创金合信利泽纯债债券A,债券型-长债,2022-12-05,50.68亿,,暂无评级
017310,创金合信利泽纯债债券C,债券型-长债,2022-12-05,64.48万,,暂无评级
017311,大成景宁一年定开债券,债券型-长债,,,,
017312,农银医疗精选股票A,股票型,2023-05-16,516.49万,,暂无评级
017313,农银医疗精选股票C,股票型,2023-05-16,79.35万,,暂无评级
017314,国泰利享安益短债债券A,债券型-中短债,2022-12-09,9.07亿,,暂无评级
017315,国泰利享安益短债债券C,债券型-中短债,2022-12-09,17.62亿,,暂无评级
017316,易方达汇诚养老2038三年持有混合发起式(FOF)Y,FOF-均衡型,2022-11-16,7032.09万,,暂无评级
017317,中欧预见养老2050五年持有(FOF)Y,FOF-进取型,2022-11-16,3.48亿,,暂无评级
017318,中欧预见养老2025一年持有(FOF)Y,FOF-稳健型,2022-11-16,1.30亿,,暂无评级
017319,嘉实安康稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-18,315.31万,,暂无评级
017320,浦银颐和稳健养老一年(FOF)Y,FOF-稳健型,2022-11-17,1920.38万,,暂无评级
017321,浦银安盛颐享稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,321.06万,,暂无评级
017322,中加安瑞稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,31.50万,,暂无评级
017323,农银中证1000指数增强A,指数型-股票,2023-07-18,2866.17万,,暂无评级
017324,农银中证1000指数增强C,指数型-股票,2023-07-18,1778.66万,,暂无评级
017325,农银汇理鑫享稳健养老目标一年持有期混合(FOF),FOF-稳健型,2023-02-09,1.38亿,,暂无评级
017326,博时颐泽稳健养老(FOF)Y,FOF-稳健型,2022-11-16,267.61万,,暂无评级
017327,嘉实民安添岁稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-18,203.84万,,暂无评级
017328,永赢季季享90天持有期中短债债券A,债券型-中短债,2022-12-30,4.79亿,,暂无评级
017329,永赢季季享90天持有期中短债债券C,债券型-中短债,2022-12-30,17.74亿,,暂无评级
017330,银河颐年稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,23.31万,,暂无评级
017331,易方达汇康稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,4091.91万,,暂无评级
017332,国富稳健养老一年混合(FOF)A,FOF-稳健型,2023-04-19,8253.14万,,暂无评级
017333,平安养老目标日期2030一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,3168.58万,,暂无评级
017334,平安养老目标日期2035三年持有混合(FOF)Y,FOF-均衡型,2022-11-16,5377.49万,,暂无评级
017335,银华尊和养老2030三年持有混合发起式(FOF)Y,FOF-稳健型,2022-11-16,297.35万,,暂无评级
017336,平安稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,8589.19万,,暂无评级
017337,平安养老2025一年持有期混合(FOF)Y,FOF-稳健型,2022-11-16,2162.69万,,暂无评级
017338,嘉实悦康养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-18,65.39万,,暂无评级
017339,易方达汇欣平衡养老三年持有混合(FOF)Y,FOF-均衡型,2022-11-17,2225.72万,,暂无评级
017340,易方达汇智平衡养老目标三年持有混合(FOF)Y,FOF-均衡型,2022-11-17,2.40亿,,暂无评级
017341,摩根锦程稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,706.73万,,暂无评级
017342,摩根锦程均衡养老三年持有混合(FOF)Y,FOF-均衡型,2022-11-17,5074.31万,,暂无评级
017343,万家稳健养老三年持有混合(FOF)Y,FOF-稳健型,2022-11-16,1569.15万,,暂无评级
017344,万家养老2035三年持有混合(FOF)Y,FOF-均衡型,2022-11-16,602.94万,,暂无评级
017345,华商嘉悦平衡养老目标三年持有混合发起(FOF)Y,FOF-均衡型,2022-11-16,810.24万,,暂无评级
017346,华商嘉逸养老2040三年持有混合发起式(FOF)Y,FOF-均衡型,2022-11-16,128.70万,,暂无评级
017347,华安稳健养老目标一年持有混合发起式(FOF)Y,FOF-稳健型,2022-11-16,731.51万,,暂无评级
017348,华安优享稳健养老目标一年持有混合发起式(FOF)Y,FOF-稳健型,2022-11-16,455.99万,,暂无评级
017349,华安平衡养老目标三年持有混合发起式(FOF)Y,FOF-均衡型,2022-11-16,317.07万,,暂无评级
017350,华安养老目标2040三年持有混合发起(FOF)Y,FOF-均衡型,2022-11-16,416.33万,,暂无评级
017351,工银养老2040三年持有混合发起式(FOF)Y,FOF-均衡型,2022-11-16,1.08亿,,暂无评级
017352,工银养老2045三年持有混合发起式(FOF)Y,FOF-均衡型,2022-11-16,7064.20万,,暂无评级
017353,工银养老2050五年持有混合发起式(FOF)Y,FOF-进取型,2022-11-16,1.29亿,,暂无评级
017354,天弘永裕稳健养老一年(FOF)Y,FOF-稳健型,2022-11-16,74.89万,,暂无评级
017355,天弘永裕平衡养老三年持有期混合发起式(FOF)Y,FOF-均衡型,2022-11-16,349.63万,,暂无评级
017356,华夏安康稳健养老目标一年持有混合发起式(FOF)Y,FOF-稳健型,2022-11-16,997.17万,,暂无评级
017357,华夏安盈稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,1641.89万,,暂无评级
017358,南方富瑞稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,293.29万,,暂无评级
017359,华夏保守养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,3856.90万,,暂无评级
017360,华夏养老2035(FOF)Y,FOF-均衡型,2022-11-16,2533.32万,,暂无评级
017361,汇添富养老2040五年持有混合(FOF)Y,FOF-均衡型,2022-11-17,3818.85万,,暂无评级
017362,华夏养老2050五年持有混合发起式(FOF)Y,FOF-进取型,2022-11-16,4535.43万,,暂无评级
017363,华夏稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,565.73万,,暂无评级
017364,南方富祥稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,2005.25万,,暂无评级
017365,华夏福源养老2045三年持有混合发起式(FOF)Y,FOF-均衡型,2022-11-16,3936.14万,,暂无评级
017366,泰康新锐成长混合C,混合型-偏股,2022-12-09,1.29亿,,暂无评级
017367,汇添富添福睿选稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,632.01万,,暂无评级
017368,汇添富添福盈和稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,453.37万,,暂无评级
017369,银华尊颐稳健养老目标一年持有混合发起式(FOF)Y,FOF-稳健型,2022-11-16,193.50万,,暂无评级
017370,银华尊和养老2040三年持有混合发起(FOF)Y,FOF-均衡型,2022-11-16,675.69万,,暂无评级
017371,汇添富添福汇盈稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,554.40万,,暂无评级
017372,汇添富添福增长稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,407.43万,,暂无评级
017373,汇添富添福睿享稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,784.99万,,暂无评级
017374,南方富誉稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,299.04万,,暂无评级
017375,南方养老目标2030三年持有混合发起(FOF)Y,FOF-均衡型,2022-11-16,1.46亿,,暂无评级
017376,南方养老2035三年持有混合(FOF)Y,FOF-均衡型,2022-11-16,1.55亿,,暂无评级
017377,南方养老2040三年持有混合发起(FOF)Y,FOF-均衡型,2022-11-16,1.21亿,,暂无评级
017378,广发安裕稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-16,5655.15万,,暂无评级
017380,鹏华养老2035三年持有混合(FOF)Y,FOF-均衡型,2022-11-16,1489.75万,,暂无评级
017381,鹏华养老2045三年持有混合发起式(FOF)Y,FOF-均衡型,2022-11-16,5493.44万,,暂无评级
017382,国富平衡养老三年混合(FOF)Y,FOF-均衡型,2022-11-18,347.27万,,暂无评级
017383,广发均衡养老三年持有混合(FOF)Y,FOF-均衡型,2022-11-16,1.16亿,,暂无评级
017384,兴全安泰稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,7414.66万,,暂无评级
017385,申万稳健养老一年持有混合发起式(FOF)Y,FOF-稳健型,2022-11-21,125.25万,,暂无评级
017386,兴全安泰积极养老五年持有混合(FOF)Y,FOF-进取型,2022-11-17,8.25亿,,暂无评级
017387,兴证全球安悦稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,7029.43万,,暂无评级
017388,上银恒泰稳健养老一年持有混合发起式(FOF)Y,FOF-稳健型,2022-11-17,50.09万,,暂无评级
017389,中银证券凌瑞6个月持有期混合A,混合型-偏债,2023-06-19,7648.06万,,暂无评级
017390,中银证券凌瑞6个月持有期混合C,混合型-偏债,2023-06-19,2759.30万,,暂无评级
017391,泰康福安养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-18,61.13万,,暂无评级
017392,泰康福泰平衡养老三年持有混合(FOF)Y,FOF-均衡型,2022-11-18,39.53万,,暂无评级
017393,泰康福泽积极养老五年持有混合(FOF)Y,FOF-进取型,2022-11-18,450.65万,,暂无评级
017394,英大延福养老目标2050三年持有混合发起(FOF),FOF-均衡型,2023-08-01,943.67万,,暂无评级
017395,招商和悦均衡养老三年持有混合(FOF)Y,FOF-均衡型,2022-11-18,5274.61万,,暂无评级
017396,英大延福养老目标2045三年持有混合发起(FOF),FOF-均衡型,2023-08-01,1376.90万,,暂无评级
017397,嘉实福康稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-18,284.36万,,暂无评级
017398,民生加银康宁平衡养老三年持有混合(FOF)Y,FOF-均衡型,2022-11-17,949.36万,,暂无评级
017399,民生加银康泰养老2040三年持有混合(FOF)Y,FOF-均衡型,2022-11-17,886.28万,,暂无评级
017400,贝莱德行业优选混合A,混合型-偏股,,,,
017401,贝莱德行业优选混合C,混合型-偏股,,,,
017402,广发养老目标日期2040三年持有期混合发起式(FOF)Y,FOF-均衡型,2022-11-17,2004.95万,,暂无评级
017403,广发养老2050五年持有混合发起式(FOF)Y,FOF-均衡型,2022-11-17,9034.50万,,暂无评级
017404,天弘养老目标日期2045五年持有期混合型发起式(FOF),FOF-进取型,2023-07-24,1361.36万,,暂无评级
017405,兴业养老2035(FOF)Y,FOF-均衡型,2022-11-18,7796.60万,,暂无评级
017406,中银添禧丰禄稳健养老一年持有混合(FOF)Y,FOF-稳健型,2022-11-17,118.96万,,暂无评级
017407,长信颐天养老三年持有混合(FOF)Y,FOF-均衡型,2022-11-21,134.10万,,暂无评级
017408,长信颐和平衡养老三年持有混合(FOF)Y,FOF-均衡型,2022-11-21,65.43万,,暂无评级
017409,长信颐年养老三年持有混合(FOF)Y,FOF-均衡型,2022-11-21,102.15万,,暂无评级
017410,农银养老2035混合(FOF)Y,FOF-均衡型,2022-11-18,2405.22万,,暂无评级
017411,农银养老2045五年持有混合(FOF)Y,FOF-进取型,2022-11-18,4302.08万,,暂无评级
017412,创金合信中证科创创业50指数增强A,指数型-股票,2023-03-01,2.25亿,,暂无评级
017413,创金合信中证科创创业50指数增强C,指数型-股票,2023-03-01,2.68亿,,暂无评级
017414,易方达安盈回报混合C,混合型-偏债,2023-03-07,6204.62万,,暂无评级
017415,中泰元和价值精选混合A,混合型-偏股,2023-02-17,11.35亿,,暂无评级
017416,中泰元和价值精选混合C,混合型-偏股,2023-02-17,3.19亿,,暂无评级
017417,易方达裕如灵活配置混合C,混合型-灵活,,,,
017418,华商创新医疗混合A,混合型-偏股,2023-06-13,3528.69万,,暂无评级
017419,华商创新医疗混合C,混合型-偏股,2023-06-13,2489.64万,,暂无评级
017420,易方达裕祥回报债券C,债券型-混合二级,2023-03-07,5.12亿,,暂无评级
017421,天弘安康颐睿一年持有混合A,混合型-偏债,2023-02-28,2.67亿,,暂无评级
017422,天弘安康颐睿一年持有混合C,混合型-偏债,2023-02-28,1.73亿,,暂无评级
017423,天弘中证同业存单AAA指数7天持有,指数型-固收,2022-12-20,3.42亿,,暂无评级
017424,华泰紫金先进制造混合发起A,混合型-偏股,2023-03-01,5799.78万,,暂无评级
017425,华泰紫金先进制造混合发起C,混合型-偏股,2023-03-01,2.55亿,,暂无评级
017426,国富深化价值混合C,混合型-偏股,2022-12-07,5.10亿,,暂无评级
017428,国泰鑫裕纯债债券,债券型-长债,2022-11-29,62.50亿,,暂无评级
017429,嘉实全球创新龙头股票(QDII)人民币A,QDII-普通股票,2023-03-14,2536.35万,,暂无评级
017430,嘉实全球创新龙头股票(QDII)美元,QDII-普通股票,,,,
017431,嘉实全球创新龙头股票(QDII)人民币C,QDII-普通股票,2023-03-14,2094.67万,,暂无评级
017432,交银稳安60天滚动持有债券A,债券型-长债,2023-01-09,6946.38万,,暂无评级
017433,交银稳安60天滚动持有债券C,债券型-长债,2023-01-09,37.78亿,,暂无评级
017434,华宝中证沪港深新消费指数A,指数型-股票,2023-04-11,2364.19万,,暂无评级
017435,华宝中证沪港深新消费指数C,指数型-股票,2023-04-11,3211.27万,,暂无评级
017436,华宝纳斯达克精选股票发起式(QDII)A,QDII-普通股票,2023-03-02,6.48亿,,暂无评级
017437,华宝纳斯达克精选股票发起式(QDII)C,QDII-普通股票,2023-03-02,16.70亿,,暂无评级
017438,博时安悦短债A,债券型-中短债,2022-12-27,4.78亿,,暂无评级
017439,博时安悦短债C,债券型-中短债,2022-12-27,45.29亿,,暂无评级
017440,英大安旸纯债债券A,债券型-长债,2022-12-28,1.03亿,,暂无评级
017441,英大安旸纯债债券C,债券型-长债,2022-12-28,9.28万,,暂无评级
017442,华商鸿悦纯债债券,债券型-长债,,,,
017443,嘉实30天持有期中短债债券A,债券型-中短债,2022-12-21,7.47亿,,暂无评级
017444,嘉实30天持有期中短债债券C,债券型-中短债,2022-12-21,4.50亿,,暂无评级
017445,摩根沪深300指数增强发起式A,指数型-股票,2022-12-28,1869.92万,,暂无评级
017446,摩根沪深300指数增强发起式C,指数型-股票,2022-12-28,176.10万,,暂无评级
017447,民生加银恒宁债券,债券型-长债,2022-12-23,31.77亿,,暂无评级
017448,格林泓盛一年定开债券发起式,债券型-长债,,,,
017449,嘉合磐辉纯债A,债券型-长债,,,,
017450,嘉合磐辉纯债C,债券型-长债,,,,
017451,国富估值优势混合C,混合型-灵活,2022-12-13,2876.26万,,暂无评级
017453,浦银安盛颐璇平衡养老目标三年混合(FOF)A,FOF-均衡型,2023-07-31,2.37亿,,暂无评级
017454,国泰慧益一年持有混合A,混合型-偏债,2023-08-15,1.07亿,,暂无评级
017455,国泰慧益一年持有混合C,混合型-偏债,2023-08-15,1653.25万,,暂无评级
017456,建信宁安30天持有期中短债债券A,债券型-中短债,2023-02-15,15.57亿,,暂无评级
017457,建信宁安30天持有期中短债债券C,债券型-中短债,2023-02-15,9.94亿,,暂无评级
017458,长城创新驱动混合C,混合型-偏股,2022-11-30,6419.95万,,暂无评级
017459,汇添富丰和纯债A,债券型-长债,2023-01-17,2.40亿,,暂无评级
017460,汇添富丰和纯债C,债券型-长债,2023-01-17,4.83亿,,暂无评级
017461,长城久鑫混合C,混合型-灵活,2022-11-30,14.69万,,暂无评级
017462,长城久祥混合C,混合型-灵活,2022-11-30,374.44万,,暂无评级
017463,中信保诚优质纯债债券C,债券型-混合一级,,,,
017464,长江楚财一年持有期混合发起A,混合型-偏债,2023-08-18,4.35亿,,暂无评级
017465,长江楚财一年持有期混合发起C,混合型-偏债,2023-08-18,5973.49万,,暂无评级
017466,汇添富稳鑫120天滚动持有债券B,债券型-中短债,,,,
017467,鑫元消费甄选混合发起A,混合型-偏股,2023-03-24,702.40万,,暂无评级
017468,鑫元消费甄选混合发起C,混合型-偏股,2023-03-24,29.80万,,暂无评级
017469,嘉实上证科创板芯片ETF发起联接A,指数型-股票,2022-12-07,8408.45万,,暂无评级
017470,嘉实上证科创板芯片ETF发起联接C,指数型-股票,2022-12-07,6.39亿,,暂无评级
017471,国泰中证机床ETF发起联接A,指数型-股票,2022-12-13,2827.07万,,暂无评级
017472,国泰中证机床ETF发起联接C,指数型-股票,2022-12-13,2331.10万,,暂无评级
017473,中信建投景荣债券A,债券型-长债,,,,
017474,中信建投景荣债券C,债券型-长债,,,,
017475,广发集轩债券A,债券型-混合二级,2023-07-25,11.93亿,,暂无评级
017476,广发集轩债券C,债券型-混合二级,2023-07-25,6.47亿,,暂无评级
017477,安信睿见优选混合A,混合型-偏股,,,,
017478,安信睿见优选混合C,混合型-偏股,,,,
017479,广发医药精选股票A,股票型,2023-07-06,1.34亿,,暂无评级
017480,广发医药精选股票C,股票型,2023-07-06,3354.64万,,暂无评级
017481,博时中证全指电力ETF发起式联接A,指数型-股票,2023-01-06,3931.97万,,暂无评级
017482,博时中证全指电力ETF发起式联接C,指数型-股票,2023-01-06,4009.11万,,暂无评级
017483,财通资管数字经济混合发起式A,混合型-偏股,2022-12-26,1.45亿,,暂无评级
017484,财通资管数字经济混合发起式C,混合型-偏股,2022-12-26,1.52亿,,暂无评级
017485,长盛高端装备混合C,混合型-灵活,2022-12-01,554.26万,,暂无评级
017486,万家洞见进取混合发起式A,混合型-偏股,2022-12-23,1214.72万,,暂无评级
017487,万家洞见进取混合发起式C,混合型-偏股,2022-12-23,675.97万,,暂无评级
017488,嘉实信息产业股票发起式A,股票型,2022-12-16,2.45亿,,暂无评级
017489,嘉实信息产业股票发起式C,股票型,2022-12-16,4.74亿,,暂无评级
017490,财通景气甄选一年持有期混合A,混合型-偏股,2023-07-19,1.35亿,,暂无评级
017491,财通景气甄选一年持有期混合C,混合型-偏股,2023-07-19,1697.57万,,暂无评级
017492,诺安货币D,货币型-普通货币,,,,
017493,东方红新动力混合C,混合型-灵活,2022-12-05,2.30亿,,暂无评级
017494,东方红多元策略混合C,混合型-灵活,2022-12-05,3021.77万,,暂无评级
017495,泰康中证科创创业50指数A,指数型-股票,2023-06-14,1790.15万,,暂无评级
017496,泰康中证科创创业50指数C,指数型-股票,2023-06-14,4161.34万,,暂无评级
017497,南方养老目标2060五年持有混合发起(FOF)A,FOF-进取型,2023-01-17,7795.43万,,暂无评级
017498,淳厚添益债券A,债券型-混合二级,2023-04-26,6465.05万,,暂无评级
017499,淳厚添益债券C,债券型-混合二级,2023-04-26,6921.44万,,暂无评级
017500,兴业嘉辰一年定开债券发起式,债券型-长债,,,,
017501,招商产业升级1年持有期混合A,混合型-偏股,2023-05-29,1.44亿,,暂无评级
017502,招商产业升级1年持有期混合C,混合型-偏股,2023-05-29,628.48万,,暂无评级
017503,达诚致益债券发起式A,债券型-混合二级,,,,
017504,达诚致益债券发起式C,债券型-混合二级,,,,
017505,明亚中证1000指数增强A,指数型-股票,,,,
017506,明亚中证1000指数增强C,指数型-股票,,,,
017507,东兴连众一年持有期混合A,混合型-偏债,2023-07-18,1.02亿,,暂无评级
017508,东兴连众一年持有期混合C,混合型-偏债,2023-07-18,8300.13万,,暂无评级
017509,红土创新丰睿中短债A,债券型-中短债,2023-03-03,2.66亿,,暂无评级
017510,红土创新丰睿中短债C,债券型-中短债,2023-03-03,543.28万,,暂无评级
017511,鹏华稳健回报混合C,混合型-偏股,2022-12-07,124.65万,,暂无评级
017512,广发北证50成份指数A,指数型-股票,2022-12-28,1.25亿,,暂无评级
017513,广发北证50成份指数C,指数型-股票,2022-12-28,2.91亿,,暂无评级
017514,博时富盈一年定开债发起式,债券型-长债,,,,
017515,易方达北证50成份指数A,指数型-股票,2022-12-27,1.06亿,,暂无评级
017516,易方达北证50成份指数C,指数型-股票,2022-12-27,2.31亿,,暂无评级
017517,招商北证50成份指数发起式A,指数型-股票,2022-12-22,8936.00万,,暂无评级
017518,招商北证50成份指数发起式C,指数型-股票,2022-12-22,5.04亿,,暂无评级
017519,汇添富北证50成份指数A,指数型-股票,2022-12-27,6017.05万,,暂无评级
017520,汇添富北证50成份指数C,指数型-股票,2022-12-27,9879.63万,,暂无评级
017521,富国北证50成份指数A,指数型-股票,2022-12-15,5064.22万,,暂无评级
017522,富国北证50成份指数C,指数型-股票,2022-12-15,2.11亿,,暂无评级
017523,南方北证50成份指数发起A,指数型-股票,2022-12-23,6558.20万,,暂无评级
017524,南方北证50成份指数发起C,指数型-股票,2022-12-23,8055.76万,,暂无评级
017525,华夏北证50成份指数A,指数型-股票,2022-12-28,9291.84万,,暂无评级
017526,华夏北证50成份指数C,指数型-股票,2022-12-28,2.27亿,,暂无评级
017527,嘉实北证50成份指数A,指数型-股票,2022-12-21,7868.16万,,暂无评级
017528,嘉实北证50成份指数C,指数型-股票,2022-12-21,2.80亿,,暂无评级
017529,财通安益中短债债券A,债券型-中短债,2023-04-19,12.41亿,,暂无评级
017530,财通安益中短债债券C,债券型-中短债,,,,
017531,财通安益中短债债券E,债券型-中短债,2023-04-19,1445.29万,,暂无评级
017532,平安研究优选混合A,混合型-偏股,2023-03-21,2.45亿,,暂无评级
017533,平安研究优选混合C,混合型-偏股,2023-03-21,8530.18万,,暂无评级
017534,富国天利增长债券C,债券型-混合一级,2022-12-02,20.42亿,,暂无评级
017535,东方红京东大数据混合C,混合型-灵活,2022-12-05,5.83亿,,暂无评级
017536,东方红优享红利混合C,混合型-灵活,2022-12-05,1028.35万,,暂无评级
017537,东方红远见价值混合C,混合型-偏股,2022-12-05,2.14亿,,暂无评级
017538,中欧骏泰货币C,货币型-普通货币,,,,
017539,中欧骏泰货币D,货币型-普通货币,2022-12-02,2.82亿,,暂无评级
017540,安信稳健增益6个月持有混合A,混合型-偏债,2023-07-18,7646.73万,,暂无评级
017541,安信稳健增益6个月持有混合C,混合型-偏债,2023-07-18,1.15亿,,暂无评级
017542,泓德泓利货币C,货币型-普通货币,,,,
017544,浙商惠裕纯债C,债券型-长债,2022-12-06,430.68万,,暂无评级
017545,弘毅远方中短债债券A,债券型-中短债,,,,
017546,弘毅远方中短债债券C,债券型-中短债,,,,
017547,天弘国证2000指数增强A,指数型-股票,2023-03-23,6742.27万,,暂无评级
017548,天弘国证2000指数增强C,指数型-股票,2023-03-23,7507.15万,,暂无评级
017549,平安策略回报混合A,混合型-偏股,2023-08-15,3120.38万,,暂无评级
