基金代码,基金简称,基金类型,成立时间,最新规模,评级机构,基金评级
16627,汇添富创新成长混合C,混合型-偏股,2022-12-14,0.514555,,暂无评级
16628,广发添财60天持有债券A,债券型-长债,2022-09-19,2.54,,暂无评级
16629,广发添财60天持有债券C,债券型-长债,2022-09-19,26.47,,暂无评级
16630,易方达中证1000ETF联接A,指数型-股票,2023-01-18,2.51,,暂无评级
16631,易方达中证1000ETF联接C,指数型-股票,2023-01-18,3.68,,暂无评级
16632,华泰柏瑞行业优选6个月持有期混合A,混合型-偏股,2022-11-22,1.24,,暂无评级
16633,富国中证1000ETF联接A,指数型-股票,2022-11-15,0.199728,,暂无评级
16634,富国中证1000ETF联接C,指数型-股票,2022-11-15,0.28275100000000003,,暂无评级
16635,国联安气候变化混合A,混合型-偏股,2022-09-28,0.969593,,暂无评级
16636,汇添富稳安三个月持有债券B,债券型-混合一级,,,,
16637,博道和瑞多元稳健6个月持有混合A,混合型-偏债,2022-10-25,0.152079,,暂无评级
16638,博道和瑞多元稳健6个月持有混合C,混合型-偏债,2022-10-25,0.1474,,暂无评级
16639,南方达元债券A,债券型-混合二级,2023-03-30,0.58081,,暂无评级
16640,南方达元债券C,债券型-混合二级,2023-03-30,0.16528900000000002,,暂无评级
16641,华商稳健泓利一年持有期混合A,混合型-偏债,2023-05-16,0.622414,,暂无评级
16642,华商稳健泓利一年持有期混合C,混合型-偏债,2023-05-16,0.185452,,暂无评级
16643,南方中证1000ETF发起联接E,指数型-股票,2022-09-15,0.047309,,暂无评级
16644,国泰瑞悦3个月持有债券(FOF),FOF-稳健型,,,,
16645,富国恒享回报12个月持有混合A,混合型-偏债,2022-11-17,0.9633459999999999,,暂无评级
16646,富国恒享回报12个月持有混合C,混合型-偏债,2022-11-17,0.028981,,暂无评级
16647,兴业数字经济优选股票A,股票型,2022-10-12,0.21493800000000002,,暂无评级
16648,兴业数字经济优选股票C,股票型,2022-10-12,0.12692,,暂无评级
16649,广发养老目标2045三年持有混合发起式(FOF)A,FOF-均衡型,2023-05-05,0.775225,,暂无评级
16650,易方达优势风华六个月持有混合(FOF),FOF-进取型,2023-05-25,3.77,,暂无评级
16651,汇丰晋信慧嘉债券A,债券型-混合二级,2023-01-17,0.9526120000000001,,暂无评级
16652,汇丰晋信慧嘉债券C,债券型-混合二级,2023-01-17,0.252998,,暂无评级
16653,华泰柏瑞行业优选6个月持有期混合C,混合型-偏股,2022-11-22,0.215048,,暂无评级
16654,鹏扬景泽一年持有混合A,混合型-偏债,2023-05-24,0.8561629999999999,,暂无评级
16655,鹏扬景泽一年持有混合C,混合型-偏债,2023-05-24,0.054575,,暂无评级
16656,汇丰晋信丰宁三个月定开债券A,债券型-长债,,,,
16657,汇丰晋信丰宁三个月定开债券C,债券型-长债,,,,
16658,兴华安裕利率债A,债券型-长债,2023-03-09,26.15,,暂无评级
16659,兴华安裕利率债C,债券型-长债,2023-03-09,12.37,,暂无评级
16660,招商和惠养老2045五年持有混合发起式(FOF),FOF-均衡型,2023-03-07,1.14,,暂无评级
16661,华商鸿丰纯债,债券型-长债,,,,
16662,平安元福短债发起式A,债券型-中短债,2022-11-08,1.42,,暂无评级
16663,平安元福短债发起式C,债券型-中短债,2022-11-08,1.53,,暂无评级
16664,天弘全球高端制造混合(QDII)A,QDII-混合偏股,2023-04-26,1.83,,暂无评级
16665,天弘全球高端制造混合(QDII)C,QDII-混合偏股,2023-04-26,3.42,,暂无评级
16666,英大延福养老目标2040三年持有混合发起(FOF)A,FOF-均衡型,2022-11-28,0.559088,,暂无评级
16667,景顺长城全球半导体芯片股票A(QDII-LOF)(美元现汇),QDII-普通股票,,,,
16668,景顺长城全球半导体芯片股票C(QDII-LOF)(人民币),QDII-普通股票,2023-03-30,2.4,,暂无评级
16669,招商和享均衡养老三年持有期混合(FOF)A,FOF-均衡型,2023-05-17,2.26,,暂无评级
16670,博时恒耀债券A,债券型-混合二级,2022-11-10,1.07,,暂无评级
16671,博时恒耀债券C,债券型-混合二级,2022-11-10,0.16706700000000002,,暂无评级
16672,汇安嘉裕纯债债券C,债券型-长债,,,,
16673,华安鼎津一年定开债发起式,债券型-长债,,,,
16674,永赢安泰中短债A,债券型-中短债,2022-11-08,18.2,,暂无评级
16675,永赢安泰中短债C,债券型-中短债,2022-11-08,11.52,,暂无评级
16676,南方君誉混合A,混合型-灵活,2022-11-15,1.19,,暂无评级
16677,南方君誉混合C,混合型-灵活,2022-11-15,0.15601500000000001,,暂无评级
16678,贝莱德浦悦丰利一年持有混合A,混合型-偏债,,,,
16679,贝莱德浦悦丰利一年持有混合C,混合型-偏债,,,,
16680,中金中证500ESG指数增强A,指数型-股票,2022-10-25,0.22479000000000002,,暂无评级
16681,中金中证500ESG指数增强C,指数型-股票,2022-10-25,0.12468800000000001,,暂无评级
16682,天弘广盈六个月持有混合A,混合型-偏债,2023-06-29,1.15,,暂无评级
16683,天弘广盈六个月持有混合C,混合型-偏债,2023-06-29,0.527988,,暂无评级
16684,国联中证同业存单AAA指数7天持有,指数型-固收,2022-11-23,18.08,,暂无评级
16687,创金合信中债长三角中高等级信用债指数A,指数型-固收,2022-10-21,0.740083,,暂无评级
16688,创金合信中债长三角中高等级信用债指数C,指数型-固收,2022-10-21,0.111239,,暂无评级
16689,中银淳享一年定开债券发起式,债券型-长债,,,,
16690,鹏华沪深300指数增强C,指数型-股票,2022-09-14,20.35,,暂无评级
16691,华安众盈中短债发起式A,债券型-中短债,2022-12-16,2.39,,暂无评级
16692,华安众盈中短债发起式C,债券型-中短债,2022-12-16,6.19,,暂无评级
16693,渤海汇金30天滚动持有中短债发起A,债券型-中短债,,,,
16694,渤海汇金30天滚动持有中短债发起C,债券型-中短债,,,,
16695,天弘招利短债A,债券型-中短债,2022-11-15,7.09,,暂无评级
16696,天弘招利短债C,债券型-中短债,2022-11-15,93.45,,暂无评级
16697,华泰柏瑞上证50指数增强A,指数型-股票,2023-03-14,0.9127870000000001,,暂无评级
16698,华泰柏瑞上证50指数增强C,指数型-股票,2023-03-14,0.222732,,暂无评级
16699,易方达丰和债券C,债券型-混合二级,,,,
16700,渤海汇金低碳经济一年持有混合发起,混合型-偏股,,,,
16701,银华海外数字经济量化选股混合发起式(QDII)A,QDII-混合偏股,2023-03-15,0.883114,,暂无评级
16702,银华海外数字经济量化选股混合发起式(QDII)C,QDII-混合偏股,2023-03-15,2.21,,暂无评级
16703,兴业品质睿选混合发起式A,混合型-偏股,,,,
16704,兴业品质睿选混合发起式C,混合型-偏股,,,,
16707,华夏中证细分有色金属产业主题ETF发起式联接A,指数型-股票,2022-10-18,0.311539,,暂无评级
16708,华夏中证细分有色金属产业主题ETF发起式联接C,指数型-股票,2022-10-18,0.224777,,暂无评级
16709,泉果旭源三年持有期混合A,混合型-偏股,2022-10-18,112.37,,暂无评级
16710,泉果旭源三年持有期混合C,混合型-偏股,2022-10-18,18.86,,暂无评级
16711,贝莱德欣悦丰利债券A,债券型-混合二级,,,,
16712,贝莱德欣悦丰利债券C,债券型-混合二级,,,,
16713,长信均衡策略一年持有混合A,混合型-偏股,2022-12-13,0.42504,,暂无评级
16714,长信均衡策略一年持有混合C,混合型-偏股,2022-12-13,0.565254,,暂无评级
16715,建信渤泰债券A,债券型-混合二级,2023-02-07,0.8671709999999999,,暂无评级
16716,建信渤泰债券C,债券型-混合二级,2023-02-07,0.066223,,暂无评级
16717,中银中短债债券A,债券型-中短债,2023-02-27,39.41,,暂无评级
16718,中银中短债债券C,债券型-中短债,2023-02-27,34.22,,暂无评级
16719,富国稳健双盈债券发起式A,债券型-混合二级,,,,
16720,富国稳健双盈债券发起式C,债券型-混合二级,,,,
16722,国泰君安安弘六个月定开债券,债券型-长债,,,,
16723,广发安腾稳健6个月持有混合(FOF)A,FOF-稳健型,2023-05-16,0.154749,,暂无评级
16724,广发安腾稳健6个月持有混合(FOF)C,FOF-稳健型,2023-05-16,0.450392,,暂无评级
16725,农银品质农业股票A,股票型,2022-11-22,0.153369,,暂无评级
16726,农银品质农业股票C,股票型,2022-11-22,0.189547,,暂无评级
16727,鑫元嘉利一年定开债发起式,债券型-长债,,,,
16728,华安乾煜债券发起式C,债券型-混合二级,2022-09-22,10.78,,暂无评级
16729,长信中证科创创业50指数增强A,指数型-股票,2022-12-13,0.35126399999999997,,暂无评级
16730,长信中证科创创业50指数增强C,指数型-股票,2022-12-13,0.304172,,暂无评级
16731,南方浩升稳健优选6个月持有混合(FOF)A,FOF-稳健型,2023-05-18,0.23123400000000002,,暂无评级
16732,南方浩升稳健优选6个月持有混合(FOF)C,FOF-稳健型,2023-05-18,0.23255399999999998,,暂无评级
16734,安信永泽一年定开债券发起式,债券型-长债,,,,
16737,嘉实领航聚优积极配置6个月持有混合(FOF)A,FOF-进取型,2022-12-13,0.898978,,暂无评级
16738,嘉实领航聚优积极配置6个月持有混合(FOF)C,FOF-进取型,2022-12-13,0.23315100000000002,,暂无评级
16739,嘉实领航聚利稳健配置6个月持有混合发起(FOF),FOF-稳健型,2022-10-28,0.105456,,暂无评级
16742,华安大中华升级股票(QDII)C,QDII-普通股票,2022-11-03,0.415922,,暂无评级
16743,长城永利债券A,债券型-长债,2022-12-13,60.31,,暂无评级
16744,长城永利债券C,债券型-长债,2022-12-13,0.003886,,暂无评级
16745,大摩18个月定开债A,债券型-长债,2022-10-10,0.0003,,暂无评级
16746,浦银安盛光耀优选混合A,混合型-偏股,2023-02-14,0.689131,,暂无评级
16747,浦银安盛光耀优选混合C,混合型-偏股,2023-02-14,1.65,,暂无评级
16748,申万菱信稳鑫60天滚动持有中短债债券A,债券型-中短债,2023-05-16,1.0,,暂无评级
16749,申万菱信稳鑫60天滚动持有中短债债券C,债券型-中短债,2023-05-16,1.37,,暂无评级
16750,申万菱信安泰永利利率债一年定开债发起式,债券型-长债,2023-05-16,2.65,,暂无评级
16751,博时精选混合C,混合型-偏股,,,,
16752,中信建投景信债券A,债券型-长债,,,,
16753,中信建投景信债券C,债券型-长债,,,,
16754,方正富邦均衡精选混合A,混合型-平衡,2023-05-29,0.305802,,暂无评级
16755,方正富邦均衡精选混合C,混合型-平衡,2023-05-29,1.79,,暂无评级
16756,中加医疗创新混合发起式A,混合型-偏股,2022-11-30,0.10964600000000001,,暂无评级
16757,中加医疗创新混合发起式C,混合型-偏股,2022-11-30,0.03088,,暂无评级
16758,东吴中证同业存单AAA指数7天持有,指数型-固收,2022-11-08,0.449708,,暂无评级
16759,东吴添利三个月定开债券A,债券型-长债,2023-03-06,3.36,,暂无评级
16760,东吴添利三个月定开债券C,债券型-长债,2023-03-06,1.07,,暂无评级
16761,嘉合锦荣混合A,混合型-偏股,2022-12-27,0.421932,,暂无评级
16762,嘉合锦荣混合C,混合型-偏股,2022-12-27,0.222321,,暂无评级
16763,华安中证上海环交所碳中和指数发起式A,指数型-股票,2022-10-14,0.13201400000000002,,暂无评级
16764,华安中证上海环交所碳中和指数发起式C,指数型-股票,2022-10-14,0.041544,,暂无评级
16765,百嘉百盈纯债债券,债券型-长债,,,,
16766,中欧行业景气一年持有混合A,混合型-偏股,2022-11-02,2.98,,暂无评级
16767,中欧行业景气一年持有混合C,混合型-偏股,2022-11-02,0.254911,,暂无评级
16768,华安盈瑞稳健优选6个月持有混合(FOF)A,FOF-稳健型,2023-05-19,0.264785,,暂无评级
16769,华安盈瑞稳健优选6个月持有混合(FOF)C,FOF-稳健型,2023-05-19,0.337532,,暂无评级
16770,华安盈安稳健优选3个月持有债券(FOF)A,FOF-稳健型,2023-03-16,0.8473809999999999,,暂无评级
16771,华安盈安稳健优选3个月持有债券(FOF)C,FOF-稳健型,2023-03-16,0.036937,,暂无评级
16772,诺德兴新趋势混合A,混合型-偏股,2022-12-20,0.24543800000000002,,暂无评级
16773,诺德兴新趋势混合C,混合型-偏股,2022-12-20,0.084485,,暂无评级
16774,中信建投红利智选混合A,混合型-偏股,2022-10-25,0.497643,,暂无评级
16775,中信建投红利智选混合C,混合型-偏股,2022-10-25,0.411553,,暂无评级
16776,嘉实中证1000指数增强发起A,指数型-股票,2022-12-06,0.15514,,暂无评级
16777,嘉实中证1000指数增强发起C,指数型-股票,2022-12-06,0.035702,,暂无评级
16778,长城收益宝货币C,货币型-普通货币,2022-09-29,292.33,,暂无评级
16779,招商安华债券D,债券型-混合二级,2022-09-28,4.75,,暂无评级
16780,国投瑞银锐意改革混合C,混合型-灵活,2022-10-17,0.013229,,暂无评级
16781,湘财研究精选一年持有期混合A,混合型-偏股,2022-12-14,0.9601290000000001,,暂无评级
16782,湘财研究精选一年持有期混合C,混合型-偏股,2022-12-14,0.09074700000000001,,暂无评级
16783,平安养老目标日期2050三年持有发起式(FOF),FOF-均衡型,2024-03-07,0.10561199999999998,,暂无评级
16785,鹏华中证1000指数增强A,指数型-股票,2022-12-26,1.24,,暂无评级
16786,鹏华中证1000指数增强C,指数型-股票,2022-12-26,1.57,,暂无评级
16787,万家家享中短债D,债券型-中短债,2022-09-30,13.37,,暂无评级
16788,万家国证2000ETF发起联接A,指数型-股票,2022-10-11,0.150374,,暂无评级
16789,万家国证2000ETF发起联接C,指数型-股票,2022-10-11,0.23536999999999997,,暂无评级
16790,招商鑫利中短债债券A,债券型-中短债,2022-12-20,2.08,,暂无评级
16791,招商鑫利中短债债券C,债券型-中短债,2022-12-20,52.84,,暂无评级
16792,浙商汇金聚兴一年定开债券发起式,债券型-混合一级,,,,
16793,大成惠昭一年定开债发起,债券型-长债,,,,
16794,华安沣裕债券A,债券型-混合二级,2022-11-08,0.032963,,暂无评级
16795,华安沣裕债券C,债券型-混合二级,2022-11-08,0.059253,,暂无评级
16796,长安鑫富领先混合C,混合型-灵活,2022-11-07,0.038757,,暂无评级
16797,嘉实双利债券A,债券型-混合二级,2022-12-29,0.911892,,暂无评级
16798,嘉实双利债券C,债券型-混合二级,2022-12-29,0.022598,,暂无评级
16799,建信鑫和30天持有期债券A,债券型-长债,2022-12-29,3.92,,暂无评级
16800,建信鑫和30天持有期债券C,债券型-长债,2022-12-29,12.83,,暂无评级
16801,创金合信怡久回报债券A,债券型-混合二级,2022-12-15,0.034751,,暂无评级
16802,创金合信怡久回报债券C,债券型-混合二级,2022-12-15,0.001302,,暂无评级
16803,摩根双息平衡混合C,混合型-灵活,2022-11-08,0.017374,,暂无评级
16804,格林聚享增强债券A,债券型-混合二级,,,,
16805,格林聚享增强债券C,债券型-混合二级,,,,
16806,华宝安融六个月持有期债券A,债券型-混合二级,2023-01-17,0.264314,,暂无评级
16807,华宝安融六个月持有期债券C,债券型-混合二级,2023-01-17,0.331009,,暂无评级
16808,嘉合磐益纯债A,债券型-长债,,,,
16809,嘉合磐益纯债C,债券型-长债,,,,
16810,信澳博见成长一年定期开放混合A,混合型-偏股,2023-05-17,2.69,,暂无评级
16811,信澳博见成长一年定期开放混合C,混合型-偏股,2023-05-17,0.007445,,暂无评级
16812,长信稳航30天持有中短债债券A,债券型-中短债,2022-10-27,27.99,,暂无评级
16813,长信稳航30天持有中短债债券C,债券型-中短债,2022-10-27,37.2,,暂无评级
16814,国联中证煤炭指数(LOF)C,指数型-股票,2022-09-28,0.558001,,暂无评级
16815,国联国证钢铁行业指数(LOF)C,指数型-股票,2022-09-28,0.12356900000000001,,暂无评级
16816,兴业120天滚动持有债券A,债券型-中短债,,,,
16817,兴业120天滚动持有债券C,债券型-中短债,,,,
16818,鹏华睿进一年持有期混合A,混合型-偏股,2023-02-01,2.53,,暂无评级
16819,鹏华睿进一年持有期混合C,混合型-偏股,2023-02-01,0.081523,,暂无评级
16820,长信先优债券C,债券型-混合二级,2022-10-19,0.0018219999999999998,,暂无评级
16821,华安添悦6个月持有混合A,混合型-偏债,2023-06-20,0.10319300000000001,,暂无评级
16822,华安添悦6个月持有混合C,混合型-偏债,2023-06-20,0.008912999999999999,,暂无评级
16823,天弘全球新能源汽车股票(QDII-LOF)C,QDII-普通股票,2023-06-06,0.177899,,暂无评级
16824,嘉实方舟一年持有期混合A,混合型-偏债,2023-06-20,0.354772,,暂无评级
16825,嘉实方舟一年持有期混合C,混合型-偏债,2023-06-20,0.253683,,暂无评级
16826,安信稳健启航一年持有混合A,混合型-偏债,,,,
16827,安信稳健启航一年持有混合C,混合型-偏债,,,,
16830,广发恒裕一年持有期混合A,混合型-偏债,2023-06-13,0.363519,,暂无评级
16831,广发恒裕一年持有期混合C,混合型-偏债,2023-06-13,0.11884600000000001,,暂无评级
16832,东方红锦惠甄选18个月持有混合A,混合型-偏债,2023-01-30,0.793615,,暂无评级
16833,东方红锦惠甄选18个月持有混合C,混合型-偏债,2023-01-30,0.7560020000000001,,暂无评级
16834,东方红共赢甄选一年持有混合A,混合型-偏债,2023-03-08,3.61,,暂无评级
16835,东方红共赢甄选一年持有混合C,混合型-偏债,2023-03-08,1.48,,暂无评级
16836,国泰中证基建ETF发起联接A,指数型-股票,2022-10-12,0.15265399999999998,,暂无评级
16837,国泰中证基建ETF发起联接C,指数型-股票,2022-10-12,0.15998800000000002,,暂无评级
16838,国新国证鑫颐中短债A,债券型-中短债,2022-12-07,0.061466999999999994,,暂无评级
16839,国新国证鑫颐中短债C,债券型-中短债,2022-12-07,0.138131,,暂无评级
16840,博道惠泰优选混合A,混合型-偏股,2023-01-18,4.4,,暂无评级
16841,博道惠泰优选混合C,混合型-偏股,2023-01-18,2.29,,暂无评级
16842,嘉实中证全指证券公司指数发起A,指数型-股票,2022-10-20,0.38916999999999996,,暂无评级
16843,嘉实中证全指证券公司指数发起C,指数型-股票,2022-10-20,1.65,,暂无评级
16844,红土创新稳益6个月持有期混合A,混合型-偏债,2023-03-17,0.30081399999999997,,暂无评级
16845,红土创新稳益6个月持有期混合C,混合型-偏债,2023-03-17,0.545276,,暂无评级
16846,中欧预见养老目标2045三年持有混合发起(FOF)A,FOF-均衡型,2023-02-07,0.691404,,暂无评级
16847,中欧高端装备股票发起A,股票型,2022-11-14,0.182056,,暂无评级
16848,中欧高端装备股票发起C,股票型,2022-11-14,0.625182,,暂无评级
16849,建信优享进取养老目标五年持有期混合发起(FOF)A,FOF-进取型,2022-12-21,0.559722,,暂无评级
16850,中欧颐利债券A,债券型-混合二级,,,,
16851,中欧颐利债券C,债券型-混合二级,,,,
16852,大成中证同业存单AAA指数7天持有,指数型-固收,2022-11-30,1.25,,暂无评级
16853,浙商双月鑫60天滚动持有中短债E,债券型-中短债,,,,
16854,汇添富中证500指数增强C,指数型-股票,2022-10-12,6.26,,暂无评级
16855,汇添富稳福60天滚动持有中短债B,债券型-中短债,,,,
16856,银河景气行业混合A,混合型-偏股,2022-11-30,0.351325,,暂无评级
16857,银河景气行业混合C,混合型-偏股,2022-11-30,0.194569,,暂无评级
16858,国金量化多因子股票C,股票型,2022-10-14,11.14,,暂无评级
16859,中加中债-新综合债券指数发起,指数型-固收,,,,
16860,民生加银中证同业存单AAA指数7天持有,指数型-固收,2022-11-01,7.36,,暂无评级
16861,华安沣荣一年持有混合A,混合型-偏债,2023-06-20,0.289904,,暂无评级
16862,华安沣荣一年持有混合C,混合型-偏债,2023-06-20,0.307228,,暂无评级
16863,华安招裕一年持有混合A,混合型-偏债,2023-03-28,2.13,,暂无评级
16864,华安招裕一年持有混合C,混合型-偏债,2023-03-28,1.81,,暂无评级
16865,华泰紫金中证500指数增强发起A,指数型-股票,2023-02-22,0.10593399999999999,,暂无评级
16866,华泰紫金中证500指数增强发起C,指数型-股票,2023-02-22,0.088258,,暂无评级
16867,华泰紫金沪深300指数增强发起A,指数型-股票,2022-11-17,0.11614300000000001,,暂无评级
16868,华泰紫金沪深300指数增强发起C,指数型-股票,2022-11-17,0.005501,,暂无评级
16869,景顺长城稳健增益债券A,债券型-混合二级,2022-11-09,1.17,,暂无评级
16870,景顺长城稳健增益债券C,债券型-混合二级,2022-11-09,8.39,,暂无评级
16871,华富吉富30天滚动持有中短债A,债券型-中短债,2022-11-17,30.62,,暂无评级
16872,华富吉富30天滚动持有中短债C,债券型-中短债,2022-11-17,9.44,,暂无评级
16873,广发远见智选混合A,混合型-偏股,2022-11-22,0.739631,,暂无评级
16874,广发远见智选混合C,混合型-偏股,2022-11-22,1.07,,暂无评级
16875,交银稳安30天滚动持有债券A,债券型-长债,2022-11-24,0.060397,,暂无评级
16876,交银稳安30天滚动持有债券C,债券型-长债,2022-11-24,1.4,,暂无评级
16877,长信稳恒债券A,债券型-长债,2022-11-24,5.16,,暂无评级
16878,长信稳恒债券C,债券型-长债,2022-11-24,0.0,,暂无评级
16879,招商中证上海环交所碳中和ETF发起式联接A,指数型-股票,2023-12-29,0.121647,,暂无评级
16880,招商中证上海环交所碳中和ETF发起式联接C,指数型-股票,2023-12-29,0.013883000000000001,,暂无评级
16881,山西证券裕景30天持有期债券发起式A,债券型-中短债,,,,
16882,山西证券裕景30天持有期债券发起式C,债券型-中短债,,,,
16883,山西证券裕鑫180天持有期债券发起式A,债券型-混合二级,,,,
16884,山西证券裕鑫180天持有期债券发起式C,债券型-混合二级,,,,
16885,山西证券裕泽债券发起式A,债券型-长债,,,,
16886,山西证券裕泽债券发起式C,债券型-长债,,,,
16887,富国中证上海环交所碳中和ETF联接A,指数型-股票,2023-06-09,0.166915,,暂无评级
16888,富国中证上海环交所碳中和ETF联接C,指数型-股票,2023-06-09,0.045543,,暂无评级
16889,鹏华稳健增利债券A,债券型-混合二级,2023-01-16,0.000608,,暂无评级
16890,鹏华稳健增利债券C,债券型-混合二级,2023-01-16,0.302036,,暂无评级
16891,鹏华中证中药ETF联接A,指数型-股票,2022-11-11,0.29715,,暂无评级
16892,鹏华中证中药ETF联接C,指数型-股票,2022-11-11,1.57,,暂无评级
16895,中银卓越成长混合A,混合型-偏股,2023-05-05,5.47,,暂无评级
16896,中银卓越成长混合C,混合型-偏股,2023-05-05,1.94,,暂无评级
16897,广发中证上海环交所碳中和ETF发起式联接A,指数型-股票,2023-03-28,0.10736400000000001,,暂无评级
16898,广发中证上海环交所碳中和ETF发起式联接C,指数型-股票,2023-03-28,0.018399000000000002,,暂无评级
16899,易方达中证上海环交所碳中和ETF联接A,指数型-股票,2023-03-21,0.301317,,暂无评级
16900,易方达中证上海环交所碳中和ETF联接C,指数型-股票,2023-03-21,0.30625,,暂无评级
16901,工银四季收益债券C,债券型-混合一级,2022-10-25,0.191801,,暂无评级
16902,鑫元欣悦混合A,混合型-偏股,2023-01-12,0.984023,,暂无评级
16903,鑫元欣悦混合C,混合型-偏股,2023-01-12,0.245493,,暂无评级
16904,华夏安益短债债券A,债券型-中短债,2022-12-15,0.005677000000000001,,暂无评级
16905,华夏安益短债债券C,债券型-中短债,2022-12-15,0.0407,,暂无评级
16906,景顺长城品质投资混合C,混合型-偏股,2022-10-19,0.013462,,暂无评级
16907,国泰君安善吾养老目标2045五年持有混合发起(FOF)A,FOF-均衡型,,,,
16908,华安中证基建指数发起A,指数型-股票,2022-11-15,0.17061400000000002,,暂无评级
16909,华安中证基建指数发起C,指数型-股票,2022-11-15,0.188322,,暂无评级
16912,恒越均衡优选混合发起式A,混合型-偏股,2022-11-25,0.10105399999999999,,暂无评级
16913,恒越均衡优选混合发起式C,混合型-偏股,2022-11-25,0.038505000000000005,,暂无评级
16914,博时富泽金融债A,债券型-长债,2022-11-28,20.34,,暂无评级
16915,中金华证清洁能源指数发起A,指数型-股票,2022-10-27,0.032195999999999995,,暂无评级
16916,中金华证清洁能源指数发起C,指数型-股票,2022-10-27,0.050588,,暂无评级
16917,南方中证上海环交所碳中和ETF联接A,指数型-股票,2023-06-01,0.014253,,暂无评级
16918,南方中证上海环交所碳中和ETF联接C,指数型-股票,2023-06-01,0.07143,,暂无评级
16919,摩根智慧互联股票C,股票型,2022-10-28,0.042459,,暂无评级
16920,摩根整合驱动混合C,混合型-灵活,2022-10-28,0.004452,,暂无评级
16921,摩根香港精选港股通混合C,混合型-偏股,2022-10-28,0.012835,,暂无评级
16922,英大延福养老目标2055三年持有混合发起(FOF),FOF-均衡型,2023-03-01,0.08762,,暂无评级
16923,金鹰添兴一年定开债券发起式,债券型-长债,,,,
16924,广发百发大数据价值混合C,混合型-灵活,2022-10-21,0.036588999999999997,,暂无评级
16925,华夏鼎辉债券A,债券型-长债,,,,
16926,华夏鼎辉债券C,债券型-长债,,,,
16927,诺德惠享稳健三个月持有混合(FOF),FOF-稳健型,2023-03-07,0.240137,,暂无评级
16928,万家鑫怡债券A,债券型-长债,,,,
16929,万家鑫怡债券C,债券型-长债,,,,
16930,国泰惠盈纯债债券C,债券型-长债,2022-10-31,0.026227999999999998,,暂无评级
16931,国泰惠富纯债债券C,债券型-长债,2022-10-31,0.518677,,暂无评级
16932,国泰丰祺纯债债券C,债券型-长债,2022-10-28,1.57,,暂无评级
16933,景顺长城睿丰短债A,债券型-中短债,2022-11-16,8.07,,暂无评级
16934,景顺长城睿丰短债C,债券型-中短债,2022-11-16,11.25,,暂无评级
16935,景顺长城中证500指数增强C,指数型-股票,2022-10-27,0.173272,,暂无评级
16936,博时中证1000指数增强A,指数型-股票,2023-04-13,0.865351,,暂无评级
16937,博时中证1000指数增强C,指数型-股票,2023-04-13,1.06,,暂无评级
16938,南方中证长江保护主题ETF联接A,指数型-股票,2023-04-11,0.252388,,暂无评级
16939,南方中证长江保护主题ETF联接C,指数型-股票,2023-04-11,0.021339,,暂无评级
16940,国联安鸿利短债债券A,债券型-中短债,2023-06-27,3.9,,暂无评级
16941,国联安鸿利短债债券C,债券型-中短债,2023-06-27,1.61,,暂无评级
16942,工银中证1000指数增强A,指数型-股票,2023-03-28,0.523948,,暂无评级
16943,工银中证1000指数增强C,指数型-股票,2023-03-28,0.368375,,暂无评级
16945,中泰ESG主题6个月持有混合发起,混合型-偏股,2024-01-23,0.131945,,暂无评级
16946,国泰君安善元稳健养老一年持有混合发起(FOF)A,FOF-稳健型,,,,
16947,国泰利安中短债债券A,债券型-中短债,2022-12-05,5.59,,暂无评级
16948,国泰利安中短债债券C,债券型-中短债,2022-12-05,44.68,,暂无评级
16950,鹏华睿投混合C,混合型-灵活,2022-10-20,0.122656,,暂无评级
16951,鹏华丰顺债券A,债券型-长债,,,,
16952,鹏华中证港股通消费ETF联接A,指数型-股票,2023-05-18,0.24171900000000002,,暂无评级
16953,鹏华中证港股通消费ETF联接C,指数型-股票,2023-05-18,0.323882,,暂无评级
16954,万家和谐增长混合C,混合型-灵活,2022-11-04,1.71,,暂无评级
16955,国联恒润纯债A,债券型-长债,2022-12-06,10.22,,暂无评级
16956,国联恒润纯债C,债券型-长债,2022-12-06,0.008017,,暂无评级
16957,招商安颐稳健债券A,债券型-混合二级,2023-02-07,1.41,,暂无评级
16958,招商安颐稳健债券C,债券型-混合二级,2023-02-07,0.042633,,暂无评级
16959,财通资管睿安债券A,债券型-长债,,,,
16960,财通资管睿安债券C,债券型-长债,,,,
16961,浙商汇金平稳增长一年混合,混合型-偏股,2022-11-21,1.11,,暂无评级
16962,国联安中证1000指数增强A,指数型-股票,2022-12-05,1.09,,暂无评级
16963,国联安中证1000指数增强C,指数型-股票,2022-12-05,1.39,,暂无评级
16964,富国鑫汇养老目标日期2035三年持有期混合发起式(FOF)A,FOF-均衡型,2023-05-17,0.807875,,暂无评级
16965,中银乐享债券,债券型-长债,2022-11-30,8.93,,暂无评级
16966,博时岁岁增利一年持有期债券C,债券型-中短债,,,,
16967,南方旺元60天滚动持有中短债E,债券型-中短债,,,,
16968,兴业中证500ETF发起式联接A,指数型-股票,2023-03-28,0.129688,,暂无评级
16969,兴业中证500ETF发起式联接C,指数型-股票,2023-03-28,0.060736,,暂无评级
16970,华夏恒生香港上市生物科技ETF发起联接(QDII)A,指数型-海外股票,2022-11-22,1.29,,暂无评级
16971,华夏恒生香港上市生物科技ETF发起联接(QDII)C,指数型-海外股票,2022-11-22,4.26,,暂无评级
