基金代码,基金简称,基金类型,成立时间,最新规模,股票,债券,现金,其他
015082,兴业90天滚动持有中短债C,债券型-中短债,,,0,111.37,0.95,0.23
015083,易方达优势驱动一年持有混合(FOF)A,FOF-进取型,2022-09-06,6.2,0,0,5.82,94.4
015084,易方达优势驱动一年持有混合(FOF)C,FOF-进取型,2022-09-06,3.2,0,0,5.82,94.4
015085,中欧核心消费股票发起A,股票型,2022-03-30,0.1229789999999999,90.9,0,11.14,2.35
015086,中欧核心消费股票发起C,股票型,2022-03-30,0.212494,90.9,0,11.14,2.35
015087,易方达优势先锋一年持有混合(FOF)A,FOF-进取型,2022-08-16,1.4,0,4.24,1.29,94.92
015088,易方达优势先锋一年持有混合(FOF)C,FOF-进取型,2022-08-16,0.315459,0,4.24,1.29,94.92
015089,中银景福回报混合C,混合型-偏债,2022-03-15,0.002485,23.82,98.71,1.66,2.37
015090,易方达优势长兴三个月持有混合(FOF)A,FOF-进取型,2022-06-21,0.360548,0,0,6.14,94.51
015091,易方达优势长兴三个月持有混合(FOF)C,FOF-进取型,2022-06-21,1.11,0,0,6.14,94.51
015092,汇安远见成长混合A,混合型-偏股,,,94.77,0,5.1,0.73
015093,汇安远见成长混合C,混合型-偏股,,,94.77,0,5.1,0.73
015094,华商300智选混合A,混合型-偏股,2022-08-18,1.07,93.92,0.21,6.34,0.07
015095,华商300智选混合C,混合型-偏股,2022-08-18,0.817692,93.92,0.21,6.34,0.07
015096,东财数字经济A,混合型-偏股,2022-03-01,1.02,95.23,0,12.57,2.07
015097,东财数字经济C,混合型-偏股,2022-03-01,4.91,95.23,0,12.57,2.07
015098,中欧鑫享鼎益一年持有混合A,混合型-偏债,,,16.77,100.05,2.23,0.02
015099,中欧鑫享鼎益一年持有混合C,混合型-偏债,,,16.77,100.05,2.23,0.02
015100,华泰柏瑞低碳经济智选混合A,混合型-偏股,2022-08-02,2.19,88.36,0,11.91,0.07
015101,华泰柏瑞低碳经济智选混合C,混合型-偏股,2022-08-02,0.38366,88.36,0,11.91,0.07
015102,东方红ESG可持续投资混合A,混合型-偏股,2022-03-02,2.59,93.74,0,5.82,0.67
015103,东方红ESG可持续投资混合C,混合型-偏股,2022-03-02,0.360917,93.74,0,5.82,0.67
015104,博道研究恒选混合A,混合型-偏股,2022-06-02,0.473026,89.84,4.9,2.73,2.75
015105,博道研究恒选混合C,混合型-偏股,2022-06-02,0.148445,89.84,4.9,2.73,2.75
015106,百嘉百顺纯债债券A,债券型-长债,,,0,90.49,0.01,9.54
015107,百嘉百顺纯债债券C,债券型-长债,,,0,90.49,0.01,9.54
015108,中泰安益利率债A,债券型-长债,2022-04-26,20.83,0,127.54,1.75,2.2
015109,中泰安益利率债C,债券型-长债,2022-04-26,0.322802,0,127.54,1.75,2.2
015110,惠升领先优选混合A,混合型-偏股,2022-03-09,0.2217829999999999,86.44,6.45,3.18,4.67
015111,惠升领先优选混合C,混合型-偏股,2022-03-09,0.20035,86.44,6.45,3.18,4.67
015114,汇添富高端制造股票C,股票型,,,79.98,0,18.09,2.83
015115,汇添富高端制造股票D,股票型,2022-02-14,0.958788,79.98,0,18.09,2.83
015116,汇添富大盘核心资产混合C,混合型-偏股,,,89.7,0,10.12,1.02
015117,汇添富大盘核心资产混合D,混合型-偏股,2022-02-14,0.016926,89.7,0,10.12,1.02
015118,汇添富沪港深大盘价值混合C,混合型-偏股,,,91.47,0,8.19,0.69
015119,汇添富沪港深大盘价值混合D,混合型-偏股,2022-02-14,0.001828,91.47,0,8.19,0.69
015120,中银沃享一年定开债发起式,债券型-长债,,,0,84.71,0.06,15.27
015121,汇添富医疗服务灵活配置混合C,混合型-灵活,,,88.5,0,12.14,1.32
015122,汇添富医疗服务灵活配置混合D,混合型-灵活,2022-02-14,0.864983,88.5,0,12.14,1.32
015123,汇添富国企创新股票C,股票型,,,84.45,0,17.83,0.67
015124,汇添富国企创新股票D,股票型,2022-02-14,0.002123,84.45,0,17.83,0.67
015125,易方达悦鑫一年持有混合A,混合型-偏债,2022-05-06,0.564265,9.56,111.27,4.09,0.01
015126,易方达悦鑫一年持有混合C,混合型-偏债,2022-05-06,0.027718,9.56,111.27,4.09,0.01
015127,长城产业成长混合A,混合型-偏股,2022-06-21,2.03,90.51,0,11.9,1.27
015128,长城产业成长混合C,混合型-偏股,2022-06-21,0.823576,90.51,0,11.9,1.27
015129,国泰君安善远平衡配置一年持有混合(FOF)A,FOF-稳健型,,,0,0,7.26,94.04
015130,国泰君安善远平衡配置一年持有混合(FOF)C,FOF-稳健型,,,0,0,7.26,94.04
015131,鹏扬稳健优选一年持有混合(FOF)A,FOF-稳健型,2022-08-02,0.798229,1.81,7.36,5.28,88.73
015132,鹏扬稳健优选一年持有混合(FOF)C,FOF-稳健型,2022-08-02,0.02915,1.81,7.36,5.28,88.73
015133,华安鼎安优选一年持有混合A,混合型-偏债,2022-06-02,1.11,51.91,27.54,16.32,4.67
015134,华安鼎安优选一年持有混合C,混合型-偏债,2022-06-02,0.37192,51.91,27.54,16.32,4.67
015135,工银专精特新混合A,混合型-偏股,2022-08-01,1.09,90.58,0,10.99,0.32
015136,工银专精特新混合C,混合型-偏股,2022-08-01,0.0866929999999999,90.58,0,10.99,0.32
015137,国富均衡增长混合A,混合型-偏股,2022-08-02,3.67,86.18,5.6,9.16,1.4
015138,国富均衡增长混合C,混合型-偏股,2022-08-02,2.15,86.18,5.6,9.16,1.4
015139,泰康医疗健康股票发起A,股票型,2022-03-08,2.21,81.03,0,9.3,13.73
015140,泰康医疗健康股票发起C,股票型,2022-03-08,1.95,81.03,0,9.3,13.73
015141,华泰紫金周周购6个月滚动债A,债券型-混合二级,2022-03-10,1.03,3.31,81.0,1.41,22.39
015142,华泰紫金周周购6个月滚动债C,债券型-混合二级,2022-03-10,0.001175,3.31,81.0,1.41,22.39
015143,中欧智能制造混合A,混合型-偏股,2022-03-22,0.96554,90.27,0,7.51,2.61
015144,中欧智能制造混合C,混合型-偏股,2022-03-22,0.8403370000000001,90.27,0,7.51,2.61
015145,同泰新能源1年持有股票A,股票型,2022-09-29,0.3130489999999999,81.74,0,0.76,17.84
015146,同泰新能源1年持有股票C,股票型,2022-09-29,0.134301,81.74,0,0.76,17.84
015147,华夏兴融混合(LOF)C,混合型-灵活,2022-02-23,0.00058,83.9,0,14.37,2.05
015148,华安中证1000指数增强A,指数型-股票,2022-07-12,0.658701,93.17,0.04,5.59,1.52
015149,华安中证1000指数增强C,指数型-股票,2022-07-12,0.237156,93.17,0.04,5.59,1.52
015150,恒越匠心优选一年持有混合A,混合型-偏股,2022-11-23,0.821686,92.7,0,12.94,0.05
015151,恒越匠心优选一年持有混合C,混合型-偏股,2022-11-23,0.389463,92.7,0,12.94,0.05
015152,东吴嘉禾优势精选混合C,混合型-灵活,2022-02-22,0.2401739999999999,93.88,0,5.75,0.86
015153,东吴安鑫量化混合C,混合型-灵活,2022-02-21,0.004182,41.36,36.15,4.87,17.99
015154,东吴安盈量化混合C,混合型-灵活,2022-02-21,0.001021,74.32,0,25.8,0.0
015155,浦银稳健回报6个月持有债(FOF)A,FOF-稳健型,2022-03-23,0.4910279999999999,0.79,5.17,19.86,86.94
015156,浦银稳健回报6个月持有债(FOF)C,FOF-稳健型,2022-03-23,0.037722,0.79,5.17,19.86,86.94
015157,申万菱信行业轮动股票C,股票型,2022-03-01,0.0265459999999999,88.2,0,15.92,0.13
015158,申万菱信价值精选混合C,混合型-偏股,2022-02-25,0.0035369999999999,74.42,0,30.7,0.1
015159,申万菱信智能驱动股票C,股票型,2022-02-25,1.36,86.99,0,13.15,0.06
015160,南方宝嘉混合A,混合型-偏债,2022-06-28,4.84,42.05,77.25,1.55,6.1
015161,南方宝嘉混合C,混合型-偏债,2022-06-28,2.97,42.05,77.25,1.55,6.1
015162,景顺长城鑫景一年持有混合A,混合型-偏股,2022-10-21,1.16,84.91,0,10.3,5.2
015163,景顺长城鑫景一年持有混合C,混合型-偏股,2022-10-21,0.073224,84.91,0,10.3,5.2
015164,鑫元晟利一年定开债券发起式,债券型-长债,,,0,125.19,0.29,0.01
015166,华泰保兴长三角金融债一年定开债券,债券型-长债,2023-05-11,10.03,0,131.08,0.16,0.4
015167,申万菱信可转债债券C,债券型-混合二级,2022-03-01,0.110743,19.04,105.94,9.14,1.66
015168,平安盈瑞六个月持有债券(FOF)A,FOF-稳健型,2022-05-06,10.43,0,1.44,7.75,90.84
015169,平安盈瑞六个月持有债券(FOF)C,FOF-稳健型,2022-05-06,0.151302,0,1.44,7.75,90.84
015170,摩根核心成长股票C,股票型,2022-02-23,0.451536,92.99,1.06,5.42,0.77
015171,申万菱信医药先锋股票C,股票型,2022-03-03,0.317063,93.02,5.16,1.71,2.28
015172,摩根安全战略股票C,股票型,2022-02-22,0.007486,85.02,0,15.29,0.07
015173,申万菱信竞争优势混合C,混合型-偏股,2022-03-01,0.0111989999999999,86.05,0,10.42,4.14
015174,摩根双核平衡混合C,混合型-平衡,2022-02-22,0.006148,60.38,28.69,11.42,0.07
015175,申万菱信稳益宝债券C,债券型-混合二级,2022-03-03,0.002143,0,114.52,0.32,7.05
015176,申万菱信中证申万医药生物指数(LOF)C,指数型-股票,2022-03-03,0.339706,93.49,0,6.04,1.28
015177,申万菱信深证成份指数(LOF)C,指数型-股票,2022-03-01,0.140303,92.98,0,6.2,1.71
015178,申万菱信中证申万证券行业指数(LOF)C,指数型-股票,2022-02-25,0.410588,93.84,0,5.86,1.5
015179,汇添富美丽30混合C,混合型-偏股,,,87.83,0,9.37,4.24
015180,汇添富美丽30混合D,混合型-偏股,2022-03-07,0.001921,87.83,0,9.37,4.24
015181,汇添富逆向投资混合C,混合型-偏股,,,90.6,0,9.75,0.09
015182,汇添富逆向投资混合D,混合型-偏股,2022-03-07,0.701088,90.6,0,9.75,0.09
015183,汇添富文体娱乐混合C,混合型-偏股,,,85.86,0,14.79,1.22
015184,汇添富文体娱乐混合D,混合型-偏股,2022-03-07,0.013561,85.86,0,14.79,1.22
015187,汇添富消费升级混合C,混合型-偏股,,,85.89,0.06,14.43,0.76
015188,汇添富消费升级混合D,混合型-偏股,2022-03-07,0.499618,85.89,0.06,14.43,0.76
015189,浙商智配瑞享一年持有债券(FOF),FOF-稳健型,2022-07-19,0.158825,0,5.11,1.21,99.8
015190,汇添富行业整合混合C,混合型-偏股,,,84.54,0,21.49,0.38
015191,汇添富行业整合混合D,混合型-偏股,2022-03-07,0.006629,84.54,0,21.49,0.38
015192,汇添富社会责任混合C,混合型-偏股,,,81.55,0,23.12,0.11
015193,汇添富社会责任混合D,混合型-偏股,2022-03-07,0.000168,81.55,0,23.12,0.11
015194,汇添富新兴消费股票C,股票型,,,89.86,0,6.33,4.02
015195,汇添富新兴消费股票D,股票型,2022-03-07,0.00224,89.86,0,6.33,4.02
015196,汇添富智能制造股票C,股票型,,,82.66,0.44,16.28,1.8
015197,汇添富智能制造股票D,股票型,2022-03-07,0.009548,82.66,0.44,16.28,1.8
015198,汇添富移动互联股票C,股票型,,,94.27,0,6.44,1.16
015199,汇添富移动互联股票D,股票型,2022-03-07,0.002709,94.27,0,6.44,1.16
015200,创金合信动态平衡混合发起A,混合型-平衡,2022-05-06,0.153679,63.31,8.44,1.17,30.81
015201,创金合信动态平衡混合发起C,混合型-平衡,2022-05-06,0.08746,63.31,8.44,1.17,30.81
015202,汇添富全球移动互联混合(QDII)人民币C,QDII-混合灵活,,,81.27,0,8.17,13.27
015203,汇添富全球移动互联混合(QDII)人民币D,QDII-混合灵活,2022-03-07,0.257297,81.27,0,8.17,13.27
015204,银华全球新能源车量化优选股票(QDII)A,QDII-普通股票,2022-04-07,0.206998,93.09,0,7.93,1.16
015205,银华全球新能源车量化优选股票(QDII)C,QDII-普通股票,2022-04-07,0.167316,93.09,0,7.93,1.16
015206,招商安裕灵活配置混合D,混合型-灵活,,,34.85,73.21,2.81,4.07
015207,万家鑫瑞纯债D,债券型-混合一级,,,0,128.92,0.2,0.0
015208,信澳健康中国混合C,混合型-灵活,2022-03-03,2.49,89.58,0,22.21,0.24
015209,华夏鼎成一年定开债券发起式,债券型-长债,,,0,113.89,0.54,0.0
015210,前海开源沪港深农业混合C,混合型-灵活,2022-02-18,3.77,93.07,0,8.43,2.5
015211,招商安鼎平衡1年持有期混合A,混合型-平衡,2022-03-21,0.8234819999999999,63.59,26.88,9.78,0.02
015212,招商安鼎平衡1年持有期混合C,混合型-平衡,2022-03-21,0.359234,63.59,26.88,9.78,0.02
015217,鹏扬成长领航混合A,混合型-偏股,2022-10-21,0.353601,92.62,5.44,2.8,3.32
015218,鹏扬成长领航混合C,混合型-偏股,2022-10-21,0.206262,92.62,5.44,2.8,3.32
015219,鹏扬产业智选一年持有混合A,混合型-偏股,2022-09-01,4.6,94.19,5.39,2.06,1.63
015220,鹏扬产业智选一年持有混合C,混合型-偏股,2022-09-01,0.380825,94.19,5.39,2.06,1.63
015221,汇添富积极回报一年持有混合(FOF)A,FOF-进取型,2022-03-15,0.556593,0,3.09,4.96,92.21
015222,汇添富积极回报一年持有混合(FOF)C,FOF-进取型,2022-03-15,0.74875,0,3.09,4.96,92.21
015223,汇添富进取成长混合A,混合型-偏股,2022-09-14,2.26,89.99,0,11.25,0.06
015224,汇添富进取成长混合C,混合型-偏股,2022-09-14,0.279169,89.99,0,11.25,0.06
015225,汇添富中证细分化工产业主题指数增强发起式A,指数型-股票,2022-03-08,0.201747,93.57,0,7.65,0.76
015226,汇添富中证细分化工产业主题指数增强发起式C,指数型-股票,2022-03-08,0.121678,93.57,0,7.65,0.76
015227,华夏创新研选混合A,混合型-偏股,2022-08-23,0.300826,91.53,0,5.97,3.39
015228,华夏创新研选混合C,混合型-偏股,2022-08-23,0.702511,91.53,0,5.97,3.39
015229,华夏低碳经济一年持有混合A,混合型-偏股,2022-06-28,1.42,94.53,0,5.66,0.15
015230,华夏低碳经济一年持有混合C,混合型-偏股,2022-06-28,0.533946,94.53,0,5.66,0.15
015231,富国智选稳进3个月持有混合(FOF)A,FOF-稳健型,2022-03-22,0.549277,0,5.35,0.3,94.69
015232,富国智选稳进3个月持有混合(FOF)C,FOF-稳健型,2022-03-22,11.41,0,5.35,0.3,94.69
015233,银华富裕主题混合C,混合型-偏股,2023-05-26,0.053573,83.32,0.24,16.67,0.14
015234,上银恒享平衡养老三年持有混合发起式(FOF),FOF-均衡型,2022-06-07,0.108072,0,0,9.78,90.64
015235,国寿安保稳泽两年持有混合A,混合型-偏债,,,40.48,56.02,3.54,5.4
015236,国寿安保稳泽两年持有混合C,混合型-偏债,,,40.48,56.02,3.54,5.4
015237,东财均衡配置三个月持有(FOF)A,FOF-均衡型,2022-05-17,0.113848,0,0,7.21,93.8
015238,东财均衡配置三个月持有(FOF)C,FOF-均衡型,2022-05-17,0.022542,0,0,7.21,93.8
015239,山西证券裕享增强债券发起式A,债券型-混合二级,,,18.53,81.13,2.87,23.67
015240,山西证券裕享增强债券发起式C,债券型-混合二级,,,18.53,81.13,2.87,23.67
015241,汇添富鑫添利6个月持有混合(FOF)A,FOF-稳健型,2022-06-01,0.344702,0,5.77,0.5,100.68
015242,汇添富鑫添利6个月持有混合(FOF)C,FOF-稳健型,2022-06-01,0.6159100000000001,0,5.77,0.5,100.68
015243,东兴连裕6个月滚动持有债A,债券型-混合一级,2022-06-09,4.97,0,119.11,5.48,13.82
015244,东兴连裕6个月滚动持有债C,债券型-混合一级,2022-06-09,5.17,0,119.11,5.48,13.82
015245,南华丰汇混合A,混合型-偏股,2022-02-28,1.26,85.79,0,8.06,8.13
015246,国投瑞银兴源6个定开混合(FOF)A,FOF-稳健型,2022-08-12,2.48,0,0,10.78,89.28
015247,国投瑞银兴源6个定开混合(FOF)C,FOF-稳健型,2022-08-12,0.400096,0,0,10.78,89.28
015248,国泰君安60天滚动持有中短债A,债券型-中短债,,,0,133.11,1.99,1.7
015249,国泰君安60天滚动持有中短债C,债券型-中短债,,,0,133.11,1.99,1.7
015250,华宝安悦一年持有混合A,混合型-偏债,2022-11-08,0.4117119999999999,24.36,73.46,2.59,1.68
015251,华宝安悦一年持有混合C,混合型-偏债,,,24.36,73.46,2.59,1.68
015252,西部利得季季鸿三个月持有混合发起(FOF)A,FOF-均衡型,2022-05-17,0.108076,0,0,7.31,93.09
015253,西部利得季季鸿三个月持有混合发起(FOF)C,FOF-均衡型,2022-05-17,0.0350959999999999,0,0,7.31,93.09
015254,申万菱信消费增长混合C,混合型-偏股,2022-03-03,0.005789,92.94,0,6.52,1.19
015255,农银金耀3个月定开债券,债券型-长债,,,0,93.25,0.17,6.62
015256,鹏华畅享债券A,债券型-混合二级,2022-09-29,0.4102939999999999,10.48,95.58,8.98,1.69
015257,鹏华畅享债券C,债券型-混合二级,2022-09-29,0.003788,10.48,95.58,8.98,1.69
015258,鹏华稳享一年持有期混合A,混合型-偏债,,,16.17,70.13,13.88,0.03
015259,鹏华稳享一年持有期混合C,混合型-偏债,,,16.17,70.13,13.88,0.03
015260,鹏华永鑫一年定开债,债券型-长债,,,0,97.65,0.31,2.08
015261,易方达如意兴安一年持有混合(FOF)A,FOF-稳健型,2022-11-08,0.375869,0,6.56,2.03,91.82
015262,易方达如意兴安一年持有混合(FOF)C,FOF-稳健型,2022-11-08,0.692542,0,6.56,2.03,91.82
015263,淳厚稳荣一年定开债发起,债券型-长债,,,0,98.17,0.03,13.19
015264,中泰星汇平衡三个月持有混合(FOF)A,FOF-均衡型,2022-08-02,0.543722,11.26,3.87,3.37,82.03
015265,中泰星汇平衡三个月持有混合(FOF)C,FOF-均衡型,2022-08-02,0.8738799999999999,11.26,3.87,3.37,82.03
015266,中邮睿泽一年持有债券A,债券型-混合二级,2022-04-21,0.236238,20.08,91.91,1.19,0.87
015267,中邮睿泽一年持有债券C,债券型-混合二级,2022-04-21,0.012385,20.08,91.91,1.19,0.87
015268,招商瑞联1年持有混合A,混合型-偏债,2022-08-02,0.413547,27.04,92.73,1.35,0.87
015269,招商瑞联1年持有混合C,混合型-偏债,2022-08-02,0.377899,27.04,92.73,1.35,0.87
015270,南方养老目标2050五年持有混合(FOF),FOF-进取型,2022-03-23,1.15,1.41,4.42,4.39,90.68
015271,财通多策略升级混合(LOF)C,混合型-灵活,,,93.65,0,6.25,0.42
015272,博时恒益稳健一年持有混合A,混合型-偏债,2022-04-14,0.3836699999999999,8.26,76.41,3.14,12.83
015273,博时恒益稳健一年持有混合C,混合型-偏债,2022-04-14,0.137515,8.26,76.41,3.14,12.83
015274,英大安益中短债A,债券型-中短债,,,0,119.54,7.86,1.58
015275,英大安益中短债C,债券型-中短债,,,0,119.54,7.86,1.58
015276,博时均衡回报混合A,混合型-偏股,2022-05-31,0.603066,76.31,0,13.25,12.18
015277,博时均衡回报混合C,混合型-偏股,2022-05-31,0.062163,76.31,0,13.25,12.18
015278,东财沪深300A,指数型-股票,2022-03-15,0.270225,0,0,5.22,96.95
015279,东财沪深300C,指数型-股票,2022-03-15,0.296268,0,0,5.22,96.95
015282,华安恒生科技ETF发起式联接(QDII)A,指数型-海外股票,2022-04-19,0.868323,0,0,9.64,96.84
015283,华安恒生科技ETF发起式联接(QDII)C,指数型-海外股票,2022-04-19,6.48,0,0,9.64,96.84
015284,圆信永丰兴益三个月定开债,债券型-长债,,,0,83.05,2.1,14.92
015285,国投瑞银产业转型一年持有混合A,混合型-偏股,2022-07-21,5.72,93.35,0,5.26,2.47
015286,国投瑞银产业转型一年持有混合C,混合型-偏股,2022-07-21,0.770608,93.35,0,5.26,2.47
015287,永赢优质生活混合A,混合型-偏股,2022-08-23,0.93684,87.11,0,13.25,0.06
015288,永赢优质生活混合C,混合型-偏股,2022-08-23,0.426847,87.11,0,13.25,0.06
015289,格林高股息优选混合A,混合型-偏股,2022-11-15,0.039016,94.7,0,5.3,0.34
015290,格林高股息优选混合C,混合型-偏股,2022-11-15,0.024971,94.7,0,5.3,0.34
015291,金元顺安产业臻选混合A,混合型-偏股,2023-12-19,0.203312,93.8,5.85,2.69,0.88
015292,金元顺安产业臻选混合C,混合型-偏股,2023-12-19,0.57455,93.8,5.85,2.69,0.88
015293,金鹰时代领航一年持有混合A,混合型-偏股,2022-09-06,1.2,90.07,0,0.28,9.92
015294,金鹰时代领航一年持有混合C,混合型-偏股,2022-09-06,2.45,90.07,0,0.28,9.92
015295,申万鑫享稳健混合发起式A,混合型-偏债,2022-03-22,0.204378,17.07,53.57,4.35,25.47
015296,申万鑫享稳健混合发起式C,混合型-偏债,2022-03-22,0.005304,17.07,53.57,4.35,25.47
015297,华夏聚泓优选一年持有混合(FOF)A,FOF-稳健型,2022-07-26,0.288852,1.25,4.87,2.27,95.79
015298,华夏聚泓优选一年持有混合(FOF)C,FOF-稳健型,2022-07-26,0.335418,1.25,4.87,2.27,95.79
015299,华夏纳斯达克100ETF发起式联接(QDII)A,指数型-海外股票,2022-04-14,1.15,0,0,8.34,93.51
015300,华夏纳斯达克100ETF发起式联接(QDII)C,指数型-海外股票,2022-04-14,0.8355739999999999,0,0,8.34,93.51
015301,博时双季乐六个月持有期债券A,债券型-中短债,2022-04-15,47.17,0,115.63,0.19,6.51
015302,博时双季乐六个月持有期债券C,债券型-中短债,2022-04-15,1.12,0,115.63,0.19,6.51
015303,鹏扬丰融价值先锋一年持有混合A,混合型-偏股,2022-03-25,1.92,92.9,5.48,1.15,0.92
015304,鹏扬丰融价值先锋一年持有混合C,混合型-偏股,2022-03-25,0.1944789999999999,92.9,5.48,1.15,0.92
015305,银华鑫峰混合A,混合型-偏股,2022-04-29,4.9,79.61,0,16.36,4.42
015306,银华鑫峰混合C,混合型-偏股,2022-04-29,1.59,79.61,0,16.36,4.42
015307,华泰紫金智享一年定开债券发起,债券型-长债,,,0,109.0,0.22,0.0
015309,国投瑞银境煊灵活配置混合E,混合型-灵活,2022-03-07,0.343181,93.26,0,17.0,0.07
015310,华泰柏瑞恒生科技ETF联接(QDII)A,指数型-海外股票,2022-08-23,1.06,0,0,9.08,94.9
015311,华泰柏瑞恒生科技ETF联接(QDII)C,指数型-海外股票,2022-08-23,10.44,0,0,9.08,94.9
015312,国金及第中短债债券B,债券型-中短债,2022-03-23,0.2496789999999999,0,117.75,0.2,1.47
015315,富国汇享三个月定开债A,债券型-长债,,,0,112.6,0.02,0
015316,富国汇享三个月定开债C,债券型-长债,,,0,112.6,0.02,0
015317,景顺长城隽发平衡养老三年持有混合FOF,FOF-均衡型,2022-11-16,0.103839,6.38,3.94,2.55,88.18
015318,南方浩誉稳健18个月持有混合(FOF)A,FOF-稳健型,,,1.32,5.03,1.15,92.74
015319,南方浩誉稳健18个月持有混合(FOF)C,FOF-稳健型,,,1.32,5.03,1.15,92.74
015320,长江新兴产业混合A,混合型-偏股,2022-04-22,1.32,76.53,0,23.96,2.06
015321,长江新兴产业混合C,混合型-偏股,2022-04-22,0.066719,76.53,0,23.96,2.06
015322,广发鑫享灵活配置混合C,混合型-灵活,2022-03-11,1.01,89.61,1.4,16.36,0.27
015323,广发集源债券E,债券型-混合二级,,,15.82,91.79,1.97,9.48
015326,交银慧选睿信一年持有混合(FOF)A,FOF-均衡型,2022-07-27,4.11,11.48,4.71,0.84,83.6
015327,交银慧选睿信一年持有混合(FOF)C,FOF-均衡型,2022-07-27,1.88,11.48,4.71,0.84,83.6
015328,华泰紫金中证细分化工指数发起A,指数型-股票,2022-04-14,0.149097,95.4,3.78,2.96,1.54
015329,华泰紫金中证细分化工指数发起C,指数型-股票,2022-04-14,0.094287,95.4,3.78,2.96,1.54
015330,财通资管睿达一年定开债发起,债券型-混合一级,,,0,120.11,0.4,0.0
015331,恒生前海恒利纯债A,债券型-长债,2022-03-30,6.96,0,87.76,0.32,11.99
015332,恒生前海恒利纯债C,债券型-长债,2022-03-30,0.001883,0,87.76,0.32,11.99
015333,天弘合利债券发起A,债券型-长债,2022-07-14,10.43,0,92.42,3.69,15.45
015334,天弘合利债券发起C,债券型-长债,2022-07-14,0.784592,0,92.42,3.69,15.45
015335,上银慧信利三个月定开债,债券型-长债,,,0,155.29,0.33,4.97
015336,嘉实中证芯片产业指数发起式A,指数型-股票,2022-03-23,0.903513,93.39,0,6.48,8.14
015337,嘉实中证芯片产业指数发起式C,指数型-股票,2022-03-23,2.33,93.39,0,6.48,8.14
015340,同泰泰享中短债A,债券型-中短债,2022-06-09,6.19,0,81.47,16.82,4.3
015341,同泰泰享中短债C,债券型-中短债,2022-06-09,4.21,0,81.47,16.82,4.3
015342,同泰泰享中短债E,债券型-中短债,2022-06-09,3.98,0,81.47,16.82,4.3
015343,长安优势行业混合A,混合型-偏股,2022-09-01,0.465509,89.49,0,12.33,2.95
015344,长安优势行业混合C,混合型-偏股,2022-09-01,0.016931,89.49,0,12.33,2.95
015345,嘉实养老目标日期2055五年持有混合发起(FOF),FOF-均衡型,2022-11-21,0.1743569999999999,0,5.25,7.97,87.25
015346,摩根健康品质生活混合C,混合型-偏股,2022-03-10,3.69,90.52,0,9.0,0.7
015349,招商招恒纯债D,债券型-长债,2022-09-28,0.000719,0,101.76,0.09,0
015350,银河季季盈90天滚动持有短债A,债券型-中短债,2022-10-26,0.8727959999999999,0,101.7,6.31,14.3
015351,银河季季盈90天滚动持有短债C,债券型-中短债,2022-10-26,0.501969,0,101.7,6.31,14.3
015352,中欧诚选一年持有混合(FOF)A,FOF-进取型,2022-03-30,1.01,0,6.9,5.08,88.2
015353,中欧诚选一年持有混合(FOF)C,FOF-进取型,2022-03-30,0.037236,0,6.9,5.08,88.2
015356,西部利得新润混合C,混合型-灵活,2022-03-11,0.0248539999999999,59.55,0,38.53,7.31
015357,摩根慧享成长混合A,混合型-偏股,2022-08-23,1.62,87.05,0,13.18,0.03
015358,摩根慧享成长混合C,混合型-偏股,2022-08-23,2.08,87.05,0,13.18,0.03
015359,摩根博睿均衡一年持有混合(FOF)A,FOF-均衡型,2022-04-27,1.57,0,4.34,0.72,95.54
015360,摩根博睿均衡一年持有混合(FOF)C,FOF-均衡型,2022-04-27,1.75,0,4.34,0.72,95.54
015361,西部利得新盈混合C,混合型-灵活,2022-03-11,0.488717,93.16,6.0,0.65,1.22
015362,汇添富鑫裕一年定开债发起式A,债券型-混合一级,2022-06-27,5.1,0,123.23,0.18,0.0
015363,汇添富鑫裕一年定开债发起式C,债券型-混合一级,2022-06-27,5.1,0,123.23,0.18,0.0
015364,汇丰晋信价值先锋股票C,股票型,2022-04-01,1.04,94.4,0.34,5.05,0.41
015365,中银动态策略混合C,混合型-偏股,2022-03-16,0.00391,91.93,7.26,1.92,0.08
015368,国泰君安领航成长一年持有混合发起A,混合型-偏股,,,85.62,0,14.62,0
015369,国泰君安领航成长一年持有混合发起C,混合型-偏股,,,85.62,0,14.62,0
015370,华泰柏瑞季季红债券C,债券型-混合一级,2022-03-11,8.76,0,114.2,0.01,0.03
015371,中加聚享增盈债券A,债券型-混合二级,2022-05-05,1.74,14.02,111.83,2.42,2.04
015372,中加聚享增盈债券C,债券型-混合二级,2022-05-05,0.121074,14.02,111.83,2.42,2.04
015373,浙商智选新兴产业混合A,混合型-偏股,2022-05-24,1.03,93.3,0,6.3,0.93
015374,浙商智选新兴产业混合C,混合型-偏股,2022-05-24,0.461895,93.3,0,6.3,0.93
015375,泰信汇鑫三个月定开债A,债券型-长债,2022-10-24,17.12,0,106.49,0.1,0
015376,泰信汇鑫三个月定开债C,债券型-长债,2022-10-24,0.016961,0,106.49,0.1,0
015377,兴证全球优选稳健六个月持有债券(FOF)A,FOF-稳健型,2022-04-22,2.83,0.1,5.03,1.56,94.18
015378,兴证全球优选稳健六个月持有债券(FOF)C,FOF-稳健型,2022-04-22,1.9,0.1,5.03,1.56,94.18
015379,国泰瞬利货币D,货币型-普通货币,,,0,65.12,33.33,21.33
