基金代码,基金简称,基金类型,成立时间,最新规模,股票,债券,现金,其他
15187,汇添富消费升级混合C,混合型-偏股,,,85.89,0.06,14.43,0.76
15188,汇添富消费升级混合D,混合型-偏股,2022-03-07 00:00:00,0.499618,85.89,0.06,14.43,0.76
15189,浙商智配瑞享一年持有债券(FOF),FOF-稳健型,2022-07-19 00:00:00,0.158825,0.0,5.11,1.21,99.8
15190,汇添富行业整合混合C,混合型-偏股,,,84.54,0.0,21.49,0.38
15191,汇添富行业整合混合D,混合型-偏股,2022-03-07 00:00:00,0.006629,84.54,0.0,21.49,0.38
15192,汇添富社会责任混合C,混合型-偏股,,,81.55,0.0,23.12,0.11
15193,汇添富社会责任混合D,混合型-偏股,2022-03-07 00:00:00,0.000168,81.55,0.0,23.12,0.11
15194,汇添富新兴消费股票C,股票型,,,89.86,0.0,6.33,4.02
15195,汇添富新兴消费股票D,股票型,2022-03-07 00:00:00,0.00224,89.86,0.0,6.33,4.02
15196,汇添富智能制造股票C,股票型,,,82.66,0.44,16.28,1.8
15197,汇添富智能制造股票D,股票型,2022-03-07 00:00:00,0.009548,82.66,0.44,16.28,1.8
15198,汇添富移动互联股票C,股票型,,,94.27,0.0,6.44,1.16
15199,汇添富移动互联股票D,股票型,2022-03-07 00:00:00,0.002709,94.27,0.0,6.44,1.16
15200,创金合信动态平衡混合发起A,混合型-平衡,2022-05-06 00:00:00,0.153679,63.31,8.44,1.17,30.81
15201,创金合信动态平衡混合发起C,混合型-平衡,2022-05-06 00:00:00,0.08746,63.31,8.44,1.17,30.81
15202,汇添富全球移动互联混合(QDII)人民币C,QDII-混合灵活,,,81.27,0.0,8.17,13.27
15203,汇添富全球移动互联混合(QDII)人民币D,QDII-混合灵活,2022-03-07 00:00:00,0.257297,81.27,0.0,8.17,13.27
15204,银华全球新能源车量化优选股票(QDII)A,QDII-普通股票,2022-04-07 00:00:00,0.206998,93.09,0.0,7.93,1.16
15205,银华全球新能源车量化优选股票(QDII)C,QDII-普通股票,2022-04-07 00:00:00,0.167316,93.09,0.0,7.93,1.16
15206,招商安裕灵活配置混合D,混合型-灵活,,,34.85,73.21,2.81,4.07
15207,万家鑫瑞纯债D,债券型-混合一级,,,0.0,128.92,0.2,0.0
15208,信澳健康中国混合C,混合型-灵活,2022-03-03 00:00:00,2.49,89.58,0.0,22.21,0.24
15209,华夏鼎成一年定开债券发起式,债券型-长债,,,0.0,113.89,0.54,0.0
15210,前海开源沪港深农业混合C,混合型-灵活,2022-02-18 00:00:00,3.77,93.07,0.0,8.43,2.5
15211,招商安鼎平衡1年持有期混合A,混合型-平衡,2022-03-21 00:00:00,0.8234819999999999,63.59,26.88,9.78,0.02
15212,招商安鼎平衡1年持有期混合C,混合型-平衡,2022-03-21 00:00:00,0.359234,63.59,26.88,9.78,0.02
15217,鹏扬成长领航混合A,混合型-偏股,2022-10-21 00:00:00,0.353601,92.62,5.44,2.8,3.32
15218,鹏扬成长领航混合C,混合型-偏股,2022-10-21 00:00:00,0.206262,92.62,5.44,2.8,3.32
15219,鹏扬产业智选一年持有混合A,混合型-偏股,2022-09-01 00:00:00,4.6,94.19,5.39,2.06,1.63
15220,鹏扬产业智选一年持有混合C,混合型-偏股,2022-09-01 00:00:00,0.380825,94.19,5.39,2.06,1.63
15221,汇添富积极回报一年持有混合(FOF)A,FOF-进取型,2022-03-15 00:00:00,0.556593,0.0,3.09,4.96,92.21
15222,汇添富积极回报一年持有混合(FOF)C,FOF-进取型,2022-03-15 00:00:00,0.74875,0.0,3.09,4.96,92.21
15223,汇添富进取成长混合A,混合型-偏股,2022-09-14 00:00:00,2.26,89.99,0.0,11.25,0.06
15224,汇添富进取成长混合C,混合型-偏股,2022-09-14 00:00:00,0.279169,89.99,0.0,11.25,0.06
15225,汇添富中证细分化工产业主题指数增强发起式A,指数型-股票,2022-03-08 00:00:00,0.201747,93.57,0.0,7.65,0.76
15226,汇添富中证细分化工产业主题指数增强发起式C,指数型-股票,2022-03-08 00:00:00,0.121678,93.57,0.0,7.65,0.76
15227,华夏创新研选混合A,混合型-偏股,2022-08-23 00:00:00,0.300826,91.53,0.0,5.97,3.39
15228,华夏创新研选混合C,混合型-偏股,2022-08-23 00:00:00,0.702511,91.53,0.0,5.97,3.39
15229,华夏低碳经济一年持有混合A,混合型-偏股,2022-06-28 00:00:00,1.42,94.53,0.0,5.66,0.15
15230,华夏低碳经济一年持有混合C,混合型-偏股,2022-06-28 00:00:00,0.533946,94.53,0.0,5.66,0.15
15231,富国智选稳进3个月持有混合(FOF)A,FOF-稳健型,2022-03-22 00:00:00,0.549277,0.0,5.35,0.3,94.69
15232,富国智选稳进3个月持有混合(FOF)C,FOF-稳健型,2022-03-22 00:00:00,11.41,0.0,5.35,0.3,94.69
15233,银华富裕主题混合C,混合型-偏股,2023-05-26 00:00:00,0.053573,83.32,0.24,16.67,0.14
15234,上银恒享平衡养老三年持有混合发起式(FOF),FOF-均衡型,2022-06-07 00:00:00,0.108072,0.0,0.0,9.78,90.64
15235,国寿安保稳泽两年持有混合A,混合型-偏债,,,40.48,56.02,3.54,5.4
15236,国寿安保稳泽两年持有混合C,混合型-偏债,,,40.48,56.02,3.54,5.4
15237,东财均衡配置三个月持有(FOF)A,FOF-均衡型,2022-05-17 00:00:00,0.113848,0.0,0.0,7.21,93.8
15238,东财均衡配置三个月持有(FOF)C,FOF-均衡型,2022-05-17 00:00:00,0.022542,0.0,0.0,7.21,93.8
15239,山西证券裕享增强债券发起式A,债券型-混合二级,,,18.53,81.13,2.87,23.67
15240,山西证券裕享增强债券发起式C,债券型-混合二级,,,18.53,81.13,2.87,23.67
15241,汇添富鑫添利6个月持有混合(FOF)A,FOF-稳健型,2022-06-01 00:00:00,0.344702,0.0,5.77,0.5,100.68
15242,汇添富鑫添利6个月持有混合(FOF)C,FOF-稳健型,2022-06-01 00:00:00,0.6159100000000001,0.0,5.77,0.5,100.68
15243,东兴连裕6个月滚动持有债A,债券型-混合一级,2022-06-09 00:00:00,4.97,0.0,119.11,5.48,13.82
15244,东兴连裕6个月滚动持有债C,债券型-混合一级,2022-06-09 00:00:00,5.17,0.0,119.11,5.48,13.82
15245,南华丰汇混合A,混合型-偏股,2022-02-28 00:00:00,1.26,85.79,0.0,8.06,8.13
15246,国投瑞银兴源6个定开混合(FOF)A,FOF-稳健型,2022-08-12 00:00:00,2.48,0.0,0.0,10.78,89.28
15247,国投瑞银兴源6个定开混合(FOF)C,FOF-稳健型,2022-08-12 00:00:00,0.400096,0.0,0.0,10.78,89.28
15248,国泰君安60天滚动持有中短债A,债券型-中短债,,,0.0,133.11,1.99,1.7
15249,国泰君安60天滚动持有中短债C,债券型-中短债,,,0.0,133.11,1.99,1.7
15250,华宝安悦一年持有混合A,混合型-偏债,2022-11-08 00:00:00,0.4117119999999999,24.36,73.46,2.59,1.68
15251,华宝安悦一年持有混合C,混合型-偏债,,,24.36,73.46,2.59,1.68
15252,西部利得季季鸿三个月持有混合发起(FOF)A,FOF-均衡型,2022-05-17 00:00:00,0.108076,0.0,0.0,7.31,93.09
15253,西部利得季季鸿三个月持有混合发起(FOF)C,FOF-均衡型,2022-05-17 00:00:00,0.0350959999999999,0.0,0.0,7.31,93.09
15254,申万菱信消费增长混合C,混合型-偏股,2022-03-03 00:00:00,0.005789,92.94,0.0,6.52,1.19
15255,农银金耀3个月定开债券,债券型-长债,,,0.0,93.25,0.17,6.62
15256,鹏华畅享债券A,债券型-混合二级,2022-09-29 00:00:00,0.4102939999999999,10.48,95.58,8.98,1.69
15257,鹏华畅享债券C,债券型-混合二级,2022-09-29 00:00:00,0.003788,10.48,95.58,8.98,1.69
15258,鹏华稳享一年持有期混合A,混合型-偏债,,,16.17,70.13,13.88,0.03
15259,鹏华稳享一年持有期混合C,混合型-偏债,,,16.17,70.13,13.88,0.03
15260,鹏华永鑫一年定开债,债券型-长债,,,0.0,97.65,0.31,2.08
15261,易方达如意兴安一年持有混合(FOF)A,FOF-稳健型,2022-11-08 00:00:00,0.375869,0.0,6.56,2.03,91.82
15262,易方达如意兴安一年持有混合(FOF)C,FOF-稳健型,2022-11-08 00:00:00,0.692542,0.0,6.56,2.03,91.82
15263,淳厚稳荣一年定开债发起,债券型-长债,,,0.0,98.17,0.03,13.19
15264,中泰星汇平衡三个月持有混合(FOF)A,FOF-均衡型,2022-08-02 00:00:00,0.543722,11.26,3.87,3.37,82.03
15265,中泰星汇平衡三个月持有混合(FOF)C,FOF-均衡型,2022-08-02 00:00:00,0.8738799999999999,11.26,3.87,3.37,82.03
15266,中邮睿泽一年持有债券A,债券型-混合二级,2022-04-21 00:00:00,0.236238,20.08,91.91,1.19,0.87
15267,中邮睿泽一年持有债券C,债券型-混合二级,2022-04-21 00:00:00,0.012385,20.08,91.91,1.19,0.87
15268,招商瑞联1年持有混合A,混合型-偏债,2022-08-02 00:00:00,0.413547,27.04,92.73,1.35,0.87
15269,招商瑞联1年持有混合C,混合型-偏债,2022-08-02 00:00:00,0.377899,27.04,92.73,1.35,0.87
15270,南方养老目标2050五年持有混合(FOF),FOF-进取型,2022-03-23 00:00:00,1.15,1.41,4.42,4.39,90.68
15271,财通多策略升级混合(LOF)C,混合型-灵活,,,93.65,0.0,6.25,0.42
15272,博时恒益稳健一年持有混合A,混合型-偏债,2022-04-14 00:00:00,0.3836699999999999,8.26,76.41,3.14,12.83
15273,博时恒益稳健一年持有混合C,混合型-偏债,2022-04-14 00:00:00,0.137515,8.26,76.41,3.14,12.83
15274,英大安益中短债A,债券型-中短债,,,0.0,119.54,7.86,1.58
15275,英大安益中短债C,债券型-中短债,,,0.0,119.54,7.86,1.58
15276,博时均衡回报混合A,混合型-偏股,2022-05-31 00:00:00,0.603066,76.31,0.0,13.25,12.18
15277,博时均衡回报混合C,混合型-偏股,2022-05-31 00:00:00,0.062163,76.31,0.0,13.25,12.18
15278,东财沪深300A,指数型-股票,2022-03-15 00:00:00,0.270225,0.0,0.0,5.22,96.95
15279,东财沪深300C,指数型-股票,2022-03-15 00:00:00,0.296268,0.0,0.0,5.22,96.95
15282,华安恒生科技ETF发起式联接(QDII)A,指数型-海外股票,2022-04-19 00:00:00,0.868323,0.0,0.0,9.64,96.84
15283,华安恒生科技ETF发起式联接(QDII)C,指数型-海外股票,2022-04-19 00:00:00,6.48,0.0,0.0,9.64,96.84
15284,圆信永丰兴益三个月定开债,债券型-长债,,,0.0,83.05,2.1,14.92
15285,国投瑞银产业转型一年持有混合A,混合型-偏股,2022-07-21 00:00:00,5.72,93.35,0.0,5.26,2.47
15286,国投瑞银产业转型一年持有混合C,混合型-偏股,2022-07-21 00:00:00,0.770608,93.35,0.0,5.26,2.47
15287,永赢优质生活混合A,混合型-偏股,2022-08-23 00:00:00,0.93684,87.11,0.0,13.25,0.06
15288,永赢优质生活混合C,混合型-偏股,2022-08-23 00:00:00,0.426847,87.11,0.0,13.25,0.06
15289,格林高股息优选混合A,混合型-偏股,2022-11-15 00:00:00,0.039016,94.7,0.0,5.3,0.34
15290,格林高股息优选混合C,混合型-偏股,2022-11-15 00:00:00,0.024971,94.7,0.0,5.3,0.34
15291,金元顺安产业臻选混合A,混合型-偏股,2023-12-19 00:00:00,0.203312,93.8,5.85,2.69,0.88
15292,金元顺安产业臻选混合C,混合型-偏股,2023-12-19 00:00:00,0.57455,93.8,5.85,2.69,0.88
15293,金鹰时代领航一年持有混合A,混合型-偏股,2022-09-06 00:00:00,1.2,90.07,0.0,0.28,9.92
15294,金鹰时代领航一年持有混合C,混合型-偏股,2022-09-06 00:00:00,2.45,90.07,0.0,0.28,9.92
15295,申万鑫享稳健混合发起式A,混合型-偏债,2022-03-22 00:00:00,0.204378,17.07,53.57,4.35,25.47
15296,申万鑫享稳健混合发起式C,混合型-偏债,2022-03-22 00:00:00,0.005304,17.07,53.57,4.35,25.47
15297,华夏聚泓优选一年持有混合(FOF)A,FOF-稳健型,2022-07-26 00:00:00,0.288852,1.25,4.87,2.27,95.79
15298,华夏聚泓优选一年持有混合(FOF)C,FOF-稳健型,2022-07-26 00:00:00,0.335418,1.25,4.87,2.27,95.79
15299,华夏纳斯达克100ETF发起式联接(QDII)A,指数型-海外股票,2022-04-14 00:00:00,1.15,0.0,0.0,8.34,93.51
15300,华夏纳斯达克100ETF发起式联接(QDII)C,指数型-海外股票,2022-04-14 00:00:00,0.8355739999999999,0.0,0.0,8.34,93.51
15301,博时双季乐六个月持有期债券A,债券型-中短债,2022-04-15 00:00:00,47.17,0.0,115.63,0.19,6.51
15302,博时双季乐六个月持有期债券C,债券型-中短债,2022-04-15 00:00:00,1.12,0.0,115.63,0.19,6.51
15303,鹏扬丰融价值先锋一年持有混合A,混合型-偏股,2022-03-25 00:00:00,1.92,92.9,5.48,1.15,0.92
15304,鹏扬丰融价值先锋一年持有混合C,混合型-偏股,2022-03-25 00:00:00,0.1944789999999999,92.9,5.48,1.15,0.92
15305,银华鑫峰混合A,混合型-偏股,2022-04-29 00:00:00,4.9,79.61,0.0,16.36,4.42
15306,银华鑫峰混合C,混合型-偏股,2022-04-29 00:00:00,1.59,79.61,0.0,16.36,4.42
15307,华泰紫金智享一年定开债券发起,债券型-长债,,,0.0,109.0,0.22,0.0
15309,国投瑞银境煊灵活配置混合E,混合型-灵活,2022-03-07 00:00:00,0.343181,93.26,0.0,17.0,0.07
15310,华泰柏瑞恒生科技ETF联接(QDII)A,指数型-海外股票,2022-08-23 00:00:00,1.06,0.0,0.0,9.08,94.9
15311,华泰柏瑞恒生科技ETF联接(QDII)C,指数型-海外股票,2022-08-23 00:00:00,10.44,0.0,0.0,9.08,94.9
15312,国金及第中短债债券B,债券型-中短债,2022-03-23 00:00:00,0.2496789999999999,0.0,117.75,0.2,1.47
15315,富国汇享三个月定开债A,债券型-长债,,,0.0,112.6,0.02,0.0
15316,富国汇享三个月定开债C,债券型-长债,,,0.0,112.6,0.02,0.0
15317,景顺长城隽发平衡养老三年持有混合FOF,FOF-均衡型,2022-11-16 00:00:00,0.103839,6.38,3.94,2.55,88.18
15318,南方浩誉稳健18个月持有混合(FOF)A,FOF-稳健型,,,1.32,5.03,1.15,92.74
15319,南方浩誉稳健18个月持有混合(FOF)C,FOF-稳健型,,,1.32,5.03,1.15,92.74
15320,长江新兴产业混合A,混合型-偏股,2022-04-22 00:00:00,1.32,76.53,0.0,23.96,2.06
15321,长江新兴产业混合C,混合型-偏股,2022-04-22 00:00:00,0.066719,76.53,0.0,23.96,2.06
15322,广发鑫享灵活配置混合C,混合型-灵活,2022-03-11 00:00:00,1.01,89.61,1.4,16.36,0.27
15323,广发集源债券E,债券型-混合二级,,,15.82,91.79,1.97,9.48
15326,交银慧选睿信一年持有混合(FOF)A,FOF-均衡型,2022-07-27 00:00:00,4.11,11.48,4.71,0.84,83.6
15327,交银慧选睿信一年持有混合(FOF)C,FOF-均衡型,2022-07-27 00:00:00,1.88,11.48,4.71,0.84,83.6
15328,华泰紫金中证细分化工指数发起A,指数型-股票,2022-04-14 00:00:00,0.149097,95.4,3.78,2.96,1.54
15329,华泰紫金中证细分化工指数发起C,指数型-股票,2022-04-14 00:00:00,0.094287,95.4,3.78,2.96,1.54
15330,财通资管睿达一年定开债发起,债券型-混合一级,,,0.0,120.11,0.4,0.0
15331,恒生前海恒利纯债A,债券型-长债,2022-03-30 00:00:00,6.96,0.0,87.76,0.32,11.99
15332,恒生前海恒利纯债C,债券型-长债,2022-03-30 00:00:00,0.001883,0.0,87.76,0.32,11.99
15333,天弘合利债券发起A,债券型-长债,2022-07-14 00:00:00,10.43,0.0,92.42,3.69,15.45
15334,天弘合利债券发起C,债券型-长债,2022-07-14 00:00:00,0.784592,0.0,92.42,3.69,15.45
15335,上银慧信利三个月定开债,债券型-长债,,,0.0,155.29,0.33,4.97
15336,嘉实中证芯片产业指数发起式A,指数型-股票,2022-03-23 00:00:00,0.903513,93.39,0.0,6.48,8.14
15337,嘉实中证芯片产业指数发起式C,指数型-股票,2022-03-23 00:00:00,2.33,93.39,0.0,6.48,8.14
15340,同泰泰享中短债A,债券型-中短债,2022-06-09 00:00:00,6.19,0.0,81.47,16.82,4.3
15341,同泰泰享中短债C,债券型-中短债,2022-06-09 00:00:00,4.21,0.0,81.47,16.82,4.3
15342,同泰泰享中短债E,债券型-中短债,2022-06-09 00:00:00,3.98,0.0,81.47,16.82,4.3
15343,长安优势行业混合A,混合型-偏股,2022-09-01 00:00:00,0.465509,89.49,0.0,12.33,2.95
15344,长安优势行业混合C,混合型-偏股,2022-09-01 00:00:00,0.016931,89.49,0.0,12.33,2.95
15345,嘉实养老目标日期2055五年持有混合发起(FOF),FOF-均衡型,2022-11-21 00:00:00,0.1743569999999999,0.0,5.25,7.97,87.25
15346,摩根健康品质生活混合C,混合型-偏股,2022-03-10 00:00:00,3.69,90.52,0.0,9.0,0.7
15349,招商招恒纯债D,债券型-长债,2022-09-28 00:00:00,0.000719,0.0,101.76,0.09,0.0
15350,银河季季盈90天滚动持有短债A,债券型-中短债,2022-10-26 00:00:00,0.8727959999999999,0.0,101.7,6.31,14.3
15351,银河季季盈90天滚动持有短债C,债券型-中短债,2022-10-26 00:00:00,0.501969,0.0,101.7,6.31,14.3
15352,中欧诚选一年持有混合(FOF)A,FOF-进取型,2022-03-30 00:00:00,1.01,0.0,6.9,5.08,88.2
15353,中欧诚选一年持有混合(FOF)C,FOF-进取型,2022-03-30 00:00:00,0.037236,0.0,6.9,5.08,88.2
15356,西部利得新润混合C,混合型-灵活,2022-03-11 00:00:00,0.0248539999999999,59.55,0.0,38.53,7.31
15357,摩根慧享成长混合A,混合型-偏股,2022-08-23 00:00:00,1.62,87.05,0.0,13.18,0.03
15358,摩根慧享成长混合C,混合型-偏股,2022-08-23 00:00:00,2.08,87.05,0.0,13.18,0.03
15359,摩根博睿均衡一年持有混合(FOF)A,FOF-均衡型,2022-04-27 00:00:00,1.57,0.0,4.34,0.72,95.54
15360,摩根博睿均衡一年持有混合(FOF)C,FOF-均衡型,2022-04-27 00:00:00,1.75,0.0,4.34,0.72,95.54
15361,西部利得新盈混合C,混合型-灵活,2022-03-11 00:00:00,0.488717,93.16,6.0,0.65,1.22
15362,汇添富鑫裕一年定开债发起式A,债券型-混合一级,2022-06-27 00:00:00,5.1,0.0,123.23,0.18,0.0
15363,汇添富鑫裕一年定开债发起式C,债券型-混合一级,2022-06-27 00:00:00,5.1,0.0,123.23,0.18,0.0
15364,汇丰晋信价值先锋股票C,股票型,2022-04-01 00:00:00,1.04,94.4,0.34,5.05,0.41
15365,中银动态策略混合C,混合型-偏股,2022-03-16 00:00:00,0.00391,91.93,7.26,1.92,0.08
15368,国泰君安领航成长一年持有混合发起A,混合型-偏股,,,85.62,0.0,14.62,0.0
15369,国泰君安领航成长一年持有混合发起C,混合型-偏股,,,85.62,0.0,14.62,0.0
15370,华泰柏瑞季季红债券C,债券型-混合一级,2022-03-11 00:00:00,8.76,0.0,114.2,0.01,0.03
15371,中加聚享增盈债券A,债券型-混合二级,2022-05-05 00:00:00,1.74,14.02,111.83,2.42,2.04
15372,中加聚享增盈债券C,债券型-混合二级,2022-05-05 00:00:00,0.121074,14.02,111.83,2.42,2.04
15373,浙商智选新兴产业混合A,混合型-偏股,2022-05-24 00:00:00,1.03,93.3,0.0,6.3,0.93
15374,浙商智选新兴产业混合C,混合型-偏股,2022-05-24 00:00:00,0.461895,93.3,0.0,6.3,0.93
15375,泰信汇鑫三个月定开债A,债券型-长债,2022-10-24 00:00:00,17.12,0.0,106.49,0.1,0.0
15376,泰信汇鑫三个月定开债C,债券型-长债,2022-10-24 00:00:00,0.016961,0.0,106.49,0.1,0.0
15377,兴证全球优选稳健六个月持有债券(FOF)A,FOF-稳健型,2022-04-22 00:00:00,2.83,0.1,5.03,1.56,94.18
15378,兴证全球优选稳健六个月持有债券(FOF)C,FOF-稳健型,2022-04-22 00:00:00,1.9,0.1,5.03,1.56,94.18
15379,国泰瞬利货币D,货币型-普通货币,,,0.0,65.12,33.33,21.33
15380,国泰瞬利货币E,货币型-普通货币,,,0.0,65.12,33.33,21.33
15381,东方兴瑞趋势领航混合A,混合型-偏股,2022-08-16 00:00:00,0.2169309999999999,93.27,5.21,1.78,0.04
15382,东方兴瑞趋势领航混合C,混合型-偏股,2022-08-16 00:00:00,0.856835,93.27,5.21,1.78,0.04
15383,长城久富混合(LOF)C,混合型-偏股,2022-03-22 00:00:00,0.025832,93.94,3.31,2.9,0.07
15384,万家瑞隆混合C,混合型-偏股,2022-03-17 00:00:00,0.310677,86.8,0.0,13.39,0.23
15385,华商智能生活灵活配置混合C,混合型-灵活,2022-03-18 00:00:00,0.2862929999999999,91.53,0.0,6.02,3.73
15386,中银主题策略混合C,混合型-偏股,2022-03-16 00:00:00,1.04,92.28,4.27,3.09,0.61
15387,中欧沪深300指数增强A,指数型-股票,2022-03-29 00:00:00,2.16,90.09,0.57,9.28,2.02
15388,中欧沪深300指数增强C,指数型-股票,2022-03-29 00:00:00,2.41,90.09,0.57,9.28,2.02
15389,宝盈转型动力混合C,混合型-灵活,2022-04-01 00:00:00,1.91,91.74,0.0,14.88,0.21
15390,万家瑞兴灵活配置混合C,混合型-灵活,2022-03-17 00:00:00,0.001717,91.29,0.92,3.99,4.1
15391,上银新能源产业精选混合发起A,混合型-偏股,2022-04-20 00:00:00,0.178579,90.16,0.56,9.43,1.37
15392,上银新能源产业精选混合发起C,混合型-偏股,2022-04-20 00:00:00,0.400892,90.16,0.56,9.43,1.37
15393,泰康安泓纯债一年定开债,债券型-中短债,,,0.0,147.3,0.01,0.0
15394,交银科技创新灵活配置混合C,混合型-灵活,2022-03-16 00:00:00,0.936416,91.34,0.34,12.07,0.12
15395,招商体育文化休闲股票C,股票型,,,92.39,3.54,3.7,2.01
15396,南方潜力新蓝筹混合C,混合型-偏股,2022-03-16 00:00:00,5.61,92.39,4.19,4.55,0.05
15397,博时富鸿金融债3个月定开债A,债券型-长债,,,0.0,102.77,0.18,0.0
15398,招商安润灵活配置混合C,混合型-灵活,,,90.13,0.0,6.39,4.06
15402,长江丰瑞3个月持有期债券A,债券型-混合一级,2022-04-28 00:00:00,2.73,0.0,119.41,0.43,3.49
15403,长江丰瑞3个月持有期债券C,债券型-混合一级,2022-04-28 00:00:00,3.08,0.0,119.41,0.43,3.49
15404,嘉实90天滚动持有短债A,债券型-中短债,2022-06-17 00:00:00,6.66,0.0,102.36,0.96,0.06
15405,嘉实90天滚动持有短债C,债券型-中短债,2022-06-17 00:00:00,27.32,0.0,102.36,0.96,0.06
15406,国寿安保稳信混合E,混合型-偏债,,,31.69,75.77,1.92,0.13
15407,国寿安保稳弘混合E,混合型-偏债,,,35.47,43.58,7.44,14.11
15408,景顺长城成长趋势股票A,股票型,2023-07-25 00:00:00,3.76,89.31,4.3,6.67,0.04
15409,景顺长城成长趋势股票C,股票型,2023-07-25 00:00:00,0.952317,89.31,4.3,6.67,0.04
15410,中信建投景安债券A,债券型-长债,,,0.0,82.86,1.35,20.25
15411,中信建投景安债券C,债券型-长债,,,0.0,82.86,1.35,20.25
15412,西部利得数字产业混合A,混合型-偏股,2022-06-28 00:00:00,0.361496,86.53,0.0,5.49,8.87
15413,西部利得数字产业混合C,混合型-偏股,2022-06-28 00:00:00,0.3684719999999999,86.53,0.0,5.49,8.87
15414,华宝宝隆债券A,债券型-长债,2022-11-23 00:00:00,5.23,0.0,114.1,0.09,0.0
15415,华宝宝隆债券C,债券型-长债,2022-11-23 00:00:00,0.003083,0.0,114.1,0.09,0.0
15418,银华华利均衡优选一年持有混合(FOF),FOF-稳健型,2022-08-31 00:00:00,1.81,0.0,5.68,1.84,93.54
15419,工银安盈货币C,货币型-普通货币,2022-04-25 00:00:00,16.65,0.0,20.66,46.23,39.82
15420,工银安盈货币D,货币型-普通货币,2022-04-25 00:00:00,30.6,0.0,20.66,46.23,39.82
15421,南方浩鑫稳健优选6个月持有混合(FOF)A,FOF-稳健型,2022-10-31 00:00:00,0.810347,0.0,5.37,0.72,100.41
15422,南方浩鑫稳健优选6个月持有混合(FOF)C,FOF-稳健型,2022-10-31 00:00:00,0.242028,0.0,5.37,0.72,100.41
15423,浦银安盛普裕一年定开债券,债券型-长债,,,0.0,93.36,0.01,6.68
15424,中金金选财富进取6个月持有混合(FOF)A,FOF-进取型,2022-05-06 00:00:00,0.339199,0.0,4.12,5.61,90.7
15425,中金金选财富进取6个月持有混合(FOF)C,FOF-进取型,2022-05-06 00:00:00,0.277643,0.0,4.12,5.61,90.7
15426,东吴月月享30天持有短债A,债券型-中短债,2022-04-26 00:00:00,3.99,0.0,138.39,0.29,0.31
15427,东吴月月享30天持有短债C,债券型-中短债,2022-04-26 00:00:00,4.97,0.0,138.39,0.29,0.31
15433,金元顺安泓泽债券,债券型-长债,,,,,,
15434,金元顺安鼎泰债券A,债券型-混合二级,2024-07-16 00:00:00,0.000998,0.0,76.05,32.71,0.01
15435,金元顺安鼎泰债券C,债券型-混合二级,2024-07-16 00:00:00,0.584069,0.0,76.05,32.71,0.01
15436,建信优化配置混合C,混合型-灵活,2022-03-21 00:00:00,0.149638,84.89,0.0,10.06,5.5
15437,太平安元债券A,债券型-混合二级,2022-05-05 00:00:00,1.0,1.63,102.81,1.58,0.01
15438,中银荣享债券,债券型-长债,2022-05-25 00:00:00,29.09,0.0,109.36,0.55,0.0
15439,长盛安逸纯债债券E,债券型-长债,2022-03-18 00:00:00,98.07,0.0,135.67,0.41,0.09
15440,信澳智选先锋一年持有期混合A,混合型-偏股,2022-06-14 00:00:00,1.49,94.72,0.0,5.59,0.04
15441,信澳智选先锋一年持有期混合C,混合型-偏股,2022-06-14 00:00:00,0.341074,94.72,0.0,5.59,0.04
15442,建信福泽安泰混合(FOF)C,FOF-稳健型,,,0.01,5.39,2.11,92.89
15445,申万菱信绿色纯债债券发起式A,债券型-长债,2022-08-30 00:00:00,0.102986,0.0,97.72,2.59,0.0
15446,申万菱信绿色纯债债券发起式C,债券型-长债,2022-08-30 00:00:00,0.000531,0.0,97.72,2.59,0.0
15447,安信华享纯债A,债券型-长债,2022-11-22 00:00:00,9.17,0.0,86.73,0.08,13.26
15448,安信华享纯债C,债券型-长债,2022-11-22 00:00:00,0.00663,0.0,86.73,0.08,13.26
15449,太平安元债券C,债券型-混合二级,2022-05-05 00:00:00,0.0,1.63,102.81,1.58,0.01
15450,华泰柏瑞多策略混合C,混合型-灵活,2022-03-23 00:00:00,9.07,93.25,0.0,6.35,0.66
15451,兴华安丰纯债A,债券型-长债,,,0.0,124.77,0.18,1.63
15452,兴华安丰纯债C,债券型-长债,,,0.0,124.77,0.18,1.63
15453,中欧中证500指数增强A,指数型-股票,2022-05-06 00:00:00,1.63,89.94,3.01,11.47,2.27
15454,中欧中证500指数增强C,指数型-股票,2022-05-06 00:00:00,0.920146,89.94,3.01,11.47,2.27
15455,信澳周期动力混合C,混合型-偏股,2022-03-23 00:00:00,3.77,91.64,4.28,3.15,8.77
15456,信澳领先增长混合C,混合型-偏股,2022-03-24 00:00:00,0.096772,94.17,0.24,5.05,0.77
15458,天弘周期策略混合C,混合型-偏股,2022-03-23 00:00:00,0.170875,69.3,0.0,31.33,0.41
15459,天弘精选混合C,混合型-灵活,2022-03-23 00:00:00,0.0010019999999999,69.38,8.47,21.76,1.17
15460,天弘优质成长企业C,混合型-灵活,2022-03-23 00:00:00,0.086202,68.48,0.0,21.93,12.27
15461,天弘互联网混合C,混合型-灵活,2022-03-23 00:00:00,0.238471,83.03,6.06,13.4,0.31
15462,天弘云端生活优选混合C,混合型-灵活,2022-03-23 00:00:00,0.001192,86.55,0.0,15.4,0.06
15463,天弘永定价值成长混合C,混合型-偏股,2022-03-23 00:00:00,0.424461,68.4,0.05,12.69,19.19
